#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;TAU_SC;S400;S1400;S2000;DIST;ZZ;XX;YY;ASSOC;SURVEY;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);;(cm^-3pc);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);;;
112;J0231+7026;NAN;NAN;NAN;49692.00;131.155;9.181;37.80832172;70.44274548;1.466820;3.11e-15;46.68;0.00;2.40;0.30;NAN;1.755;0.280;1.304;9.640;NAN;gb2,gbncc,lotaas;
113;J0241+16;NAN;NAN;NAN;NAN;157.964;-39.185;40.44166667;16.06666667;1.545400;NAN;16.00;NAN;NAN;NAN;NAN;0.936;-0.591;0.272;9.172;NAN;ar327,fast_gpps;
114;J0242+62;NAN;NAN;NAN;54100.00;135.187;2.751;40.64583333;62.94722222;0.592000;NAN;3.92;NAN;NAN;NAN;NAN;0.217;0.010;0.153;8.654;NAN;gbt350,gbncc,lotaas;
115;J0243+6027;NAN;NAN;NAN;54100.00;136.271;0.500;40.75000000;60.45000000;1.473000;NAN;141.00;NAN;NAN;NAN;NAN;2.717;0.024;1.878;10.463;NAN;gbt350,gbncc;
116;J0244+14;NAN;NAN;NAN;56160.00;159.914;-40.140;41.21250000;14.45000000;2.128100;NAN;31.00;NAN;NAN;NAN;NAN;2.796;-1.802;0.734;10.507;NAN;ar327,fast_gpps;
117;J0248+4230;NAN;NAN;NAN;56588.00;144.877;-15.322;42.12917917;42.50569167;0.002601;1.69e-20;48.26;NAN;NAN;NAN;NAN;1.853;-0.490;1.028;9.962;GRS:4FGL_J0248.6+4230[brj+21];FermiAssoc;
118;J0248+6021;48.000;48.000;NAN;54000.00;136.903;0.697;42.07757083;60.35964444;0.217094;5.51e-14;370.00;NAN;NAN;14.00;NAN;2.000;0.024;1.366;9.960;GRS:4FGL_J0248.4+6021[aab+22];misc,FermiBlind;
119;J0250+5854;NAN;NAN;NAN;57973.00;137.767;-0.505;42.57408333;58.90036111;23.535378;2.72e-14;45.28;NAN;NAN;0.00;NAN;1.558;-0.014;1.047;9.654;NAN;lotaas;
120;J0255-5304;25.000;7.000;NAN;57600.00;269.862;-55.310;43.98455208;-53.07257639;0.447708;3.13e-17;15.90;NAN;17.00;5.00;NAN;1.514;-1.245;-0.862;8.502;NAN;mol1,ghrss,mol2,pks70;
121;J0301+35;NAN;NAN;NAN;NAN;150.915;-20.736;45.25000000;35.00000000;0.568040;NAN;57.43;NAN;NAN;NAN;NAN;3.100;-1.098;1.409;11.034;NAN;ar4,ar327,gbncc;
122;J0302+2252;NAN;NAN;NAN;57811.00;158.436;-30.815;45.63329167;22.87002778;1.207165;8.25e-17;18.99;NAN;70.00;NAN;NAN;1.013;-0.519;0.320;9.309;NAN;misc,ar327,lotaas,fast_gpps;
123;J0304+1932;6.000;-37.000;NAN;49289.00;161.135;-33.270;46.13797917;19.54761111;1.387584;1.30e-15;15.66;0.00;27.00;15.00;NAN;0.739;-0.405;0.200;9.085;NAN;misc,ar327,gb4,lotaas,mol2;
124;J0305+11;NAN;NAN;NAN;NAN;167.463;-39.662;46.27500000;11.38333333;0.862100;NAN;27.97;NAN;NAN;NAN;NAN;1.838;-1.173;0.307;9.881;NAN;lotaas,ar327;
125;J0317+13;NAN;NAN;NAN;NAN;168.763;-36.040;49.47500000;13.48333333;1.974300;NAN;12.90;NAN;NAN;NAN;NAN;0.367;-0.216;0.058;8.791;NAN;misc,ar327,lotaas;
126;J0318+0253;NAN;NAN;NAN;56437.00;178.457;-43.605;49.56475417;2.88374444;0.005190;1.76e-20;25.98;NAN;NAN;0.01;NAN;1.328;-0.916;0.026;9.461;GRS:4FGL_J0318.2+0254[aab+22];FermiAssoc;
127;J0323+3944;26.500;-30.770;1.050;56000.00;152.180;-14.338;50.86109125;39.74788972;3.032072;6.36e-16;26.19;0.00;34.00;0.90;NAN;0.940;-0.233;0.425;9.305;NAN;gb1,gb2,gb4,gbncc,lotaas;
128;J0324+5239;NAN;NAN;NAN;56100.00;145.094;-3.480;51.23108333;52.65869444;0.336620;3.81e-16;115.46;NAN;NAN;0.19;NAN;2.290;-0.139;1.308;10.375;NAN;htru_eff,gbncc;
129;J0325+6744;NAN;NAN;NAN;56500.00;136.715;9.089;51.27133070;67.74982995;1.364679;1.55e-15;65.28;NAN;NAN;NAN;NAN;1.929;0.305;1.306;9.887;NAN;gbncc;
130;J0329+1654;NAN;NAN;NAN;NAN;168.499;-31.683;52.28562500;16.90055556;0.893320;2.15e-16;40.82;NAN;0.60;NAN;NAN;2.557;-1.343;0.434;10.632;NAN;ar4,ar327,lotaas,fast_gpps;
131;J0332+5434;16.970;-10.370;0.590;56000.00;144.995;-1.221;53.24754000;54.57870250;0.714520;2.05e-15;26.76;0.00;1500.00;203.00;NAN;1.680;-0.036;0.964;9.876;NAN;misc,gb1,gb2,gb3,gb4,gbncc,jb1,lota;
132;J0335+4555;-3.660;-0.080;0.410;56000.00;150.348;-8.038;53.81934000;45.93151444;0.269201;7.35e-18;47.10;0.00;6.00;0.80;NAN;2.410;-0.337;1.181;10.574;NAN;gb2,lotaas,fast_gpps;
133;J0335+6623;NAN;NAN;NAN;56500.00;138.383;8.588;53.98776332;66.38989798;1.761934;4.81e-15;66.73;NAN;10.50;NAN;NAN;1.907;0.285;1.252;9.910;NAN;gbncc,lotaas;
134;J0337+79;NAN;NAN;NAN;56657.00;130.580;18.709;54.34166667;79.02888889;2.056210;NAN;16.67;NAN;NAN;NAN;NAN;1.053;0.338;0.757;9.149;NAN;gbncc;
135;J0340+4130;-0.532;-3.331;0.700;56675.00;153.783;-11.022;55.09703317;41.51258087;0.003299;7.05e-21;49.60;NAN;2.00;0.31;NAN;1.603;-0.306;0.695;9.912;GRS:4FGL_J0340.3+4130[aab+22];FermiAssoc,fast_gpps;
136;J0341+5711;NAN;NAN;NAN;54100.00;144.371;1.546;55.25000000;57.18333333;1.888000;NAN;101.00;NAN;364.70;NAN;NAN;2.037;0.055;1.186;10.155;NAN;gbt350,gbncc,lotaas;
137;J0343+06;NAN;NAN;NAN;NAN;180.791;-36.929;55.75000000;6.00000000;1.007640;NAN;46.00;NAN;NAN;NAN;NAN;3.774;-2.267;-0.042;11.517;NAN;ar4,gbncc;
138;J0343+5312;NAN;NAN;NAN;49309.00;147.017;-1.428;55.80378531;53.21484111;1.934478;1.34e-14;67.30;0.00;3.70;0.30;NAN;1.705;-0.043;0.928;9.930;NAN;gb1,gb2,lotaas;
139;J0343-3000;NAN;NAN;NAN;52950.00;227.758;-52.338;55.86641667;-30.00763889;2.597027;5.70e-17;20.20;NAN;NAN;1.30;NAN;1.594;-1.262;-0.721;9.155;NAN;pkshl,gbncc;
140;J0344-0901;NAN;NAN;NAN;58393.00;197.397;-45.333;56.15612917;-9.01740556;1.226006;3.47e-15;30.90;NAN;NAN;0.15;NAN;1.507;-1.072;-0.317;9.511;NAN;fast_crafts;
141;J0349+2340;NAN;NAN;NAN;57813.00;167.434;-23.384;57.48908333;23.68138889;2.420771;1.10e-15;62.96;NAN;NAN;NAN;NAN;3.745;-1.486;0.748;11.855;NAN;lotaas,ar327,fast_gpps;
142;J0355+28;NAN;NAN;NAN;NAN;165.177;-19.444;58.75000000;28.00000000;0.094300;NAN;48.68;NAN;NAN;NAN;NAN;1.789;-0.596;0.432;10.131;NAN;gbncc,ar327;
143;J0357+3205;117.000;115.000;NAN;54946.00;162.760;-16.006;59.46875000;32.09027778;0.444104;1.30e-14;NAN;NAN;NAN;NAN;NAN;0.835;-0.230;0.238;9.267;GRS:4FGL_J0357.8+3204[aab+22];FermiBlind;
144;J0357+5236;13.880;-10.610;0.280;56000.00;149.099;-0.522;59.43683458;52.61597028;0.197030;4.77e-16;103.71;0.00;12.00;1.90;NAN;2.900;-0.026;1.489;10.988;NAN;gb2,gbncc;
145;J0358+4155;NAN;NAN;NAN;56500.00;156.112;-8.620;59.51322767;41.92195353;0.226484;1.46e-16;46.30;NAN;NAN;NAN;NAN;1.481;-0.222;0.593;9.839;NAN;gbncc,lotaas,fast_gpps;
146;J0358+5413;9.300;8.300;0.910;54096.00;148.190;0.811;59.72384917;54.22049556;0.156384;4.39e-15;57.10;0.00;46.00;23.00;NAN;1.000;0.014;0.527;9.350;XRS:PWN[mvk+06];misc,gb1,gb2,gb3,gb4,gbncc,jb1,lota;
147;J0358+6627;NAN;NAN;NAN;56500.00;140.128;10.064;59.65803763;66.46293697;0.091506;1.09e-17;62.33;NAN;NAN;NAN;NAN;1.884;0.329;1.189;9.924;NAN;gbncc,lotaas;
148;J0359+5414;NAN;NAN;NAN;55716.00;148.231;0.883;59.85837500;54.24880556;0.079427;1.67e-14;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;GRS:4FGL_J0359.4+5414[aab+22],XRS:[wcp+1;FermiBlind;
149;J0401-7608;NAN;NAN;NAN;57600.00;290.313;-35.907;60.46562500;-76.13693056;0.545254;1.54e-15;21.70;NAN;19.00;3.80;NAN;1.014;-0.595;-0.770;8.215;NAN;mol2,pks70;
150;J0402+4825;NAN;NAN;NAN;58650.00;152.428;-3.177;60.66930417;48.43264167;0.512194;2.75e-16;85.20;NAN;NAN;NAN;NAN;1.844;-0.102;0.852;10.132;NAN;fast_crafts,fast_gpps;
151;J0405+3347;NAN;NAN;NAN;57824.00;162.783;-13.678;61.37319945;33.78342730;0.063954;1.64e-19;53.60;NAN;NAN;NAN;NAN;1.655;-0.391;0.476;10.036;NAN;gbncc;
152;J0406+30;NAN;NAN;NAN;NAN;165.571;-16.338;61.50000000;30.00000000;0.002600;NAN;49.37;NAN;NAN;NAN;NAN;1.641;-0.462;0.392;10.025;NAN;gbncc;
153;J0406+6138;12.400;22.740;0.220;56000.00;144.025;7.046;61.62533583;61.64483556;0.594576;5.57e-15;65.41;0.00;15.00;2.80;NAN;4.200;0.515;2.449;11.873;NAN;gb1,gb2,gb3,gb4,lotaas;
154;J0408+551;NAN;NAN;NAN;54100.00;148.663;2.267;62.00000000;55.00000000;1.837000;NAN;55.00;NAN;NAN;NAN;NAN;1.573;0.062;0.817;9.842;NAN;gbt350,lotaas;
155;J0408+552;NAN;NAN;NAN;54100.00;148.663;2.267;62.00000000;55.00000000;0.754000;NAN;63.80;NAN;NAN;NAN;NAN;1.661;0.066;0.863;9.918;NAN;gbt350,gbncc;
156;J0410-31;NAN;NAN;NAN;55196.00;230.586;-46.671;62.66250000;-31.12472222;1.878500;NAN;9.20;NAN;NAN;NAN;NAN;0.415;-0.302;-0.220;8.681;NAN;htru_pks,gbncc;
157;J0413+58;NAN;NAN;NAN;54100.00;147.122;4.934;63.25000000;58.00000000;0.687000;NAN;57.00;NAN;NAN;NAN;NAN;1.630;0.140;0.882;9.864;NAN;gbt350,gbncc,lotaas;
158;J0414+31;NAN;NAN;NAN;NAN;166.112;-14.415;63.50000000;31.00000000;1.081000;NAN;64.10;NAN;NAN;NAN;NAN;1.842;-0.459;0.428;10.232;NAN;gbncc;
159;J0415+6111;NAN;NAN;NAN;57234.00;145.154;7.489;63.96503310;61.19772651;0.440189;5.01e-17;70.80;NAN;NAN;NAN;NAN;1.845;0.240;1.045;10.001;NAN;misc,gbncc;
160;J0415+6954;-0.757;-12.626;NAN;49874.00;138.911;13.667;63.98188898;69.90274737;0.390715;7.66e-17;27.45;NAN;6.40;0.50;NAN;1.367;0.323;0.873;9.501;NAN;gb2,gb4,gbncc,lotaas;
161;J0417+35;NAN;NAN;NAN;NAN;163.219;-10.518;64.42916667;35.75000000;0.654400;NAN;48.53;NAN;NAN;NAN;NAN;1.480;-0.270;0.420;9.893;NAN;ar4,ar327,gbncc,lotaas;
162;J0417+61;NAN;NAN;NAN;56292.00;145.299;7.540;64.25000000;61.13333333;0.440283;NAN;70.14;NAN;1.50;NAN;NAN;1.837;0.241;1.037;9.997;NAN;gbncc;
163;J0418+5732;NAN;NAN;NAN;55045.00;147.979;5.119;64.64111250;57.53969722;9.078388;4.10e-15;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;XRS:SGR_0418+5729;misc;
164;J0418+6635;0.002;3.546;NAN;56757.00;141.525;11.536;64.69992125;66.59020167;0.002910;1.37e-20;77.56;NAN;NAN;NAN;NAN;2.205;0.441;1.344;10.191;GRS:4FGL_J0418.9+6636[aab+22];misc,FermiAssoc;
165;J0418-4154;NAN;NAN;NAN;57600.00;246.262;-45.682;64.51572833;-41.90400556;0.757119;1.32e-15;24.32;NAN;NAN;NAN;NAN;2.519;-1.802;-1.611;9.208;NAN;ghrss;
166;J0419+44;NAN;NAN;NAN;54100.00;157.525;-4.494;64.75000000;44.00000000;1.241000;NAN;71.00;NAN;NAN;NAN;NAN;1.687;-0.132;0.643;10.054;NAN;gbt350;
167;J0420+4451;NAN;NAN;NAN;NAN;157.097;-3.720;65.08766394;44.85069350;1.241126;5.92e-16;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;0.000;8.500;NAN;gbncc;
168;J0420-5022;NAN;NAN;NAN;55430.60;258.136;-44.386;65.00812500;-50.38002778;3.453004;2.76e-14;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;XRS:RX_J0420.0-5022[hmp98],OPT:[kkvh11];misc;
169;J0421+3255;NAN;NAN;NAN;NAN;165.840;-11.921;65.38833333;32.93055556;0.900105;6.00e-17;77.02;NAN;NAN;NAN;NAN;1.939;-0.401;0.464;10.340;NAN;misc,ar327,lotaas;
170;J0421-0345;NAN;NAN;NAN;50847.00;197.504;-34.757;65.38981694;-3.75183645;2.161308;1.16e-15;44.61;NAN;6.00;0.50;NAN;2.197;-1.252;-0.543;10.221;NAN;pks70,gbncc;
171;J0426+4933;NAN;NAN;NAN;56100.00;154.436;0.288;66.52838750;49.56068333;0.922475;3.93e-14;84.30;NAN;NAN;0.19;NAN;1.795;0.009;0.775;10.119;NAN;gbt350,gbncc,htru_eff,lotaas;
172;J0435+2749;NAN;NAN;NAN;53400.00;171.842;-13.071;68.96590833;27.81713889;0.326279;8.17e-18;53.19;NAN;2.00;0.24;NAN;1.521;-0.344;0.210;9.967;NAN;ar4,ar327,lotaas;
173;J0447+2447;NAN;NAN;NAN;59599.00;175.883;-13.050;71.78266321;24.79730389;0.002995;8.00e-21;32.91;NAN;NAN;0.37;NAN;0.925;-0.209;0.065;9.399;NAN;fast_crafts;
174;J0447-04;NAN;NAN;NAN;56657.00;202.072;-29.657;71.75000000;-4.58333333;2.188190;NAN;29.83;NAN;NAN;NAN;NAN;0.675;-0.334;-0.220;9.044;NAN;gbt350;
175;J0448-2749;NAN;NAN;NAN;51009.00;228.347;-37.918;72.17319758;-27.82964862;0.450448;1.48e-16;26.22;NAN;2.00;2.00;NAN;1.809;-1.112;-1.066;9.448;NAN;pks70,gbncc,pkshl;
176;J0449-7031;NAN;NAN;NAN;52465.00;282.286;-35.512;72.27362500;-70.52547222;0.479164;3.37e-15;65.83;NAN;NAN;0.06;NAN;49.700;-28.869;-39.529;-0.109;EXGAL:LMC;misc;
177;J0450-1248;NAN;NAN;NAN;49338.00;211.075;-32.629;72.53658750;-12.80197222;0.438014;1.03e-16;37.04;0.00;11.00;1.20;NAN;1.774;-0.957;-0.771;9.780;NAN;mol2,pks70;
178;J0451-67;NAN;NAN;NAN;52817.00;278.410;-36.290;72.95833333;-67.30000000;0.245454;0.00e+00;45.00;NAN;NAN;0.05;NAN;49.700;-29.416;-39.629;2.641;EXGAL:LMC;misc;
179;J0452-1759;11.500;6.000;0.600;52275.00;217.078;-34.087;73.14210708;-17.98982528;0.548939;5.75e-15;39.90;0.00;82.00;17.00;NAN;0.400;-0.224;-0.200;8.764;NAN;mol1,mol2,pks70;
180;J0454+4529;NAN;NAN;NAN;56909.00;160.706;1.243;73.74712500;45.49630556;1.389137;4.89e-15;20.83;NAN;NAN;NAN;NAN;0.765;0.017;0.253;9.222;NAN;lotaas;
181;J0454+5543;53.340;-17.560;0.840;52275.00;152.617;7.547;73.53229417;55.72817694;0.340729;2.37e-15;14.60;0.00;59.00;13.00;NAN;1.180;0.155;0.538;9.539;NAN;gb1,gb2,gb4,gbncc,lotaas,fast_gpps;
182;J0455-6951;NAN;NAN;NAN;48757.00;281.290;-35.187;73.94812500;-69.85952778;0.320423;1.02e-14;94.70;NAN;0.60;0.08;NAN;49.700;-28.640;-39.832;0.548;EXGAL:LMC;misc;
183;J0456-69;NAN;NAN;NAN;52038.00;280.457;-35.334;74.12500000;-69.16666667;0.117073;NAN;103.00;NAN;NAN;NAN;NAN;49.700;-28.744;-39.872;1.141;EXGAL:LMC;misc;
184;J0456-7031;NAN;NAN;NAN;52560.00;282.049;-34.966;74.01041667;-70.51850000;0.800132;3.67e-14;100.30;NAN;NAN;0.01;NAN;49.700;-28.483;-39.831;-0.002;EXGAL:LMC;misc;
185;J0457+23;NAN;NAN;NAN;56160.00;178.305;-12.005;74.27500000;23.56666667;0.504900;NAN;59.00;NAN;NAN;NAN;NAN;1.517;-0.316;0.044;9.983;NAN;ar327,lotaas,fast_gpps;
186;J0457-6337;NAN;NAN;NAN;52465.00;273.816;-36.701;74.28245833;-63.62511111;2.497012;2.10e-16;27.50;NAN;NAN;0.03;NAN;1.333;-0.797;-1.066;8.429;NAN;misc;
187;J0457-69;NAN;NAN;NAN;55383.00;281.143;-35.113;74.25833333;-69.76666667;0.231390;NAN;91.00;NAN;NAN;NAN;NAN;49.700;-28.587;-39.889;0.643;EXGAL:LMC;misc;
188;J0458-0505;NAN;NAN;NAN;55178.00;204.139;-27.348;74.65467083;-5.08475000;1.883480;5.30e-16;47.81;NAN;NAN;NAN;NAN;1.938;-0.890;-0.704;10.071;NAN;gbt350,gbncc;
189;J0458-67;NAN;NAN;NAN;51810.00;278.670;-35.518;74.74583333;-67.71666667;1.133900;NAN;97.00;NAN;NAN;NAN;NAN;49.700;-28.873;-39.990;2.402;EXGAL:LMC;misc;
190;J0459-0210;NAN;NAN;NAN;50845.00;201.444;-25.678;74.96642205;-2.16850891;1.133076;1.40e-15;21.02;NAN;11.00;0.60;NAN;0.160;-0.069;-0.053;8.634;NAN;pks70,gbncc,lotaas;
191;J0501+4516;NAN;NAN;NAN;54750.00;161.547;1.949;75.27816667;45.27608889;5.762097;5.82e-12;NAN;NAN;NAN;NAN;NAN;2.000;0.068;0.633;10.396;OPT:[dml+11];misc;
192;J0502+4654;-8.000;8.000;NAN;48717.00;160.363;3.077;75.51900417;46.90169167;0.638565;5.58e-15;42.20;0.00;10.80;2.50;NAN;2.700;0.145;0.906;11.039;NAN;gb1,gb3,gbncc,fast_gpps;
193;J0502-6617;NAN;NAN;NAN;48771.00;276.869;-35.504;75.71054167;-66.29966667;0.691251;2.31e-14;68.90;NAN;1.00;NAN;NAN;49.700;-28.864;-40.169;3.661;EXGAL:LMC;misc;
194;J0506+50;NAN;NAN;NAN;NAN;157.896;5.803;76.55875000;50.50833333;0.003390;NAN;43.40;NAN;NAN;NAN;NAN;1.383;0.140;0.518;9.775;GRS:4FGL_J0506.1+5028[aab+22];fast_crafts,FermiAssoc;
195;J0509+37;NAN;NAN;NAN;NAN;168.605;-1.562;77.25000000;37.53333333;2.496100;NAN;30.00;NAN;NAN;NAN;NAN;0.930;-0.025;0.184;9.411;NAN;pumps;
196;J0511-6508;NAN;NAN;NAN;52409.00;275.250;-34.827;77.98541667;-65.14347222;0.322062;2.06e-16;25.66;NAN;NAN;0.31;NAN;0.818;-0.467;-0.669;8.439;NAN;misc;
197;J0514-4002B;2.150;-0.650;0.088;NAN;244.513;-35.036;78.52804167;-40.04663889;0.002816;NAN;52.08;NAN;NAN;NAN;NAN;11.950;-6.860;-8.832;12.710;GC:NGC1851[rfg+22];meerkat_trapum;
198;J0514-4002C;2.150;-0.650;0.088;NAN;244.514;-35.036;78.52787500;-40.04705556;0.005565;NAN;52.05;NAN;NAN;NAN;NAN;11.950;-6.860;-8.832;12.710;GC:NGC1851[rfg+22];meerkat_trapum;
199;J0514-4002J;2.150;-0.650;0.088;NAN;244.513;-35.036;78.52791667;-40.04666667;0.006633;NAN;52.02;NAN;NAN;NAN;NAN;11.950;-6.860;-8.832;12.710;GC:NGC1851[rfg+22];meerkat_trapum;
200;J0514-4002K;2.150;-0.650;0.088;NAN;244.513;-35.036;78.52833333;-40.04666667;0.004692;NAN;51.93;NAN;NAN;NAN;NAN;11.950;-6.860;-8.832;12.710;GC:NGC1851[rfg+22];meerkat_trapum;
201;J0514-4002M;2.150;-0.650;0.088;NAN;244.513;-35.036;78.52833333;-40.04666667;0.004798;NAN;51.68;NAN;NAN;NAN;NAN;11.950;-6.860;-8.832;12.710;GC:NGC1851[rfg+22];meerkat_trapum;
202;J0514-4002N;2.150;-0.650;0.088;NAN;244.513;-35.036;78.52791667;-40.04638889;0.005568;NAN;51.07;NAN;NAN;NAN;NAN;11.950;-6.860;-8.832;12.710;GC:NGC1851[rfg+22];meerkat_trapum;
203;J0514-4408;NAN;NAN;NAN;57330.00;249.515;-35.365;78.71745833;-44.14371667;0.320271;2.04e-15;15.12;NAN;NAN;NAN;NAN;0.966;-0.559;-0.738;8.776;GRS:4FGL_J0514.6-4408[saa+23];ghrss,FermiAssoc;
204;J0517+2212;NAN;NAN;NAN;53400.00;182.176;-9.012;79.32144583;22.21441667;0.222367;1.16e-17;18.30;NAN;7.00;0.46;NAN;0.158;-0.025;-0.006;8.656;NAN;ar4,lotaas,fast_gpps;
205;J0518+2431;NAN;NAN;NAN;59200.00;180.376;-7.530;79.55834167;24.52194444;2.636940;6.86e-16;73.76;NAN;NAN;0.11;NAN;1.598;-0.209;-0.010;10.084;NAN;fast_crafts;
206;J0518+5125;NAN;NAN;NAN;57829.00;158.262;7.903;79.60893750;51.43297222;0.912512;1.91e-16;39.24;NAN;NAN;NAN;NAN;1.337;0.184;0.490;9.730;NAN;lotaas;
207;J0518+5416;NAN;NAN;NAN;56500.00;155.916;9.557;79.72166526;54.28055748;0.340203;1.68e-15;42.30;NAN;NAN;NAN;NAN;1.434;0.238;0.577;9.791;NAN;gbncc,lotaas,fast_gpps;
208;J0519+44;NAN;NAN;NAN;54100.00;164.464;3.754;79.75000000;44.00000000;0.515000;NAN;52.00;NAN;NAN;NAN;NAN;1.421;0.093;0.380;9.866;NAN;gbt350;
209;J0519-6932;NAN;NAN;NAN;52466.00;280.287;-33.254;79.94548750;-69.53985556;0.263212;6.97e-16;118.86;NAN;NAN;0.13;NAN;49.700;-27.253;-40.894;1.078;EXGAL:LMC;misc;
210;J0520-2553;NAN;NAN;NAN;51216.00;228.434;-30.543;80.15077229;-25.88674819;0.241642;3.01e-17;33.77;NAN;8.00;0.80;NAN;2.379;-1.209;-1.533;9.859;NAN;pks70,gbncc,pkshl;
211;J0521-68;NAN;NAN;NAN;51871.00;279.124;-33.262;80.43333333;-68.58333333;0.433421;NAN;136.00;NAN;NAN;NAN;NAN;49.700;-27.259;-41.032;1.910;EXGAL:LMC;misc;
212;J0522-6847;NAN;NAN;NAN;52503.00;279.348;-33.168;80.59608333;-68.78394444;0.674532;1.77e-14;126.45;NAN;NAN;0.08;NAN;49.700;-27.191;-41.050;1.743;EXGAL:LMC;misc;
213;J0523-7125;NAN;NAN;NAN;NAN;282.415;-32.547;80.95275000;-71.43127222;0.322500;NAN;157.50;NAN;NAN;1.00;NAN;49.700;-26.738;-40.915;-0.507;EXGAL:LMC;misc;
214;J0525+1115;31.000;-1.000;NAN;48262.00;192.695;-13.246;81.48520125;11.25530000;0.354438;7.36e-17;79.42;0.00;19.50;1.94;NAN;1.841;-0.422;-0.394;10.248;NAN;mol2,ar327,gb4,lotaas;
215;J0525-6607;NAN;NAN;NAN;52153.00;276.087;-33.246;81.50375000;-66.07675000;8.047000;6.50e-11;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;XRS:SGR_0526-66,SNR:N49(?)[ekl+80];misc;
216;J0528+2200;-20.000;7.000;NAN;53100.00;183.856;-6.896;82.21776667;22.00111111;3.745539;4.01e-14;50.87;0.00;57.00;8.90;NAN;1.215;-0.146;-0.081;9.703;NAN;gb1,ar327,gb3,gb4,lotaas;
217;J0529-0715;NAN;NAN;NAN;58372.00;210.065;-21.582;82.28738750;-7.25734167;0.689224;5.75e-16;87.30;NAN;NAN;0.12;NAN;7.001;-2.575;-3.261;14.134;NAN;fast_crafts;
218;J0529-6652;NAN;NAN;NAN;57600.00;276.975;-32.763;82.46208333;-66.87775000;0.975737;1.55e-14;103.31;NAN;NAN;0.21;NAN;49.700;-26.896;-41.484;3.425;EXGAL:LMC;misc;
219;J0530-3847;NAN;NAN;NAN;NAN;243.633;-31.771;82.54062825;-38.78481837;0.906502;6.21e-16;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;NAN;gbncc;
220;J0530-39;NAN;NAN;NAN;NAN;243.875;-31.843;82.50000000;-39.00000000;0.907000;NAN;48.50;NAN;NAN;NAN;NAN;25.000;-13.190;-19.068;17.852;NAN;gbncc;
221;J0532-6639;NAN;NAN;NAN;52462.00;276.675;-32.481;83.24795833;-66.66036111;0.642743;5.35e-15;69.20;NAN;NAN;0.04;NAN;49.700;-26.690;-41.641;3.627;EXGAL:LMC;misc;
222;J0532-69;NAN;NAN;NAN;55420.00;280.333;-32.163;83.01666667;-69.76666667;1.149196;NAN;124.00;NAN;NAN;NAN;NAN;49.700;-26.457;-41.391;0.954;EXGAL:LMC;misc;
223;J0533+0402;NAN;NAN;NAN;57600.00;200.085;-15.326;83.35761667;4.03325000;0.963018;1.60e-16;83.70;0.00;NAN;0.70;NAN;2.172;-0.574;-0.719;10.467;NAN;gb4,gbncc,lotaas;
224;J0533+6759;1.100;-1.200;NAN;55942.00;144.780;18.183;83.47975042;67.98819139;0.004388;1.26e-20;57.37;NAN;NAN;NAN;NAN;2.392;0.746;1.311;10.357;GRS:4FGL_J0533.8+6800[aab+22];FermiAssoc;
225;J0533-4524;NAN;NAN;NAN;57605.56;251.461;-32.264;83.30787500;-45.41394444;0.157285;2.80e-16;18.93;NAN;NAN;NAN;NAN;1.239;-0.661;-0.993;8.833;NAN;misc;
226;J0534+2200;-11.340;2.650;0.530;57680.00;184.557;-5.784;83.63305654;22.01449797;0.033392;4.21e-13;56.77;0.00;550.00;14.00;NAN;2.000;-0.202;-0.158;10.484;GRS:4FGL_J0534.5+2200[aab+22],SNR:Crab[c;misc,FermiBlind,ar327,ar4,gb4,lotaa;
227;J0534+34;NAN;NAN;NAN;NAN;174.353;0.746;83.62500000;34.11666667;NAN;NAN;24.50;NAN;NAN;NAN;NAN;0.403;0.005;0.040;8.901;NAN;misc;
228;J0534-13;NAN;NAN;NAN;NAN;216.227;-22.957;83.50000000;-13.00000000;0.979000;NAN;74.30;NAN;NAN;NAN;NAN;6.226;-2.428;-3.388;13.125;NAN;gbncc;
229;J0534-6703;NAN;NAN;NAN;52410.00;277.129;-32.279;83.65070833;-67.06355556;1.817565;4.25e-13;95.30;NAN;NAN;0.12;NAN;49.700;-26.542;-41.694;3.286;EXGAL:LMC;misc;
230;J0535-66;NAN;NAN;NAN;51393.00;276.884;-32.197;83.91666667;-66.86666667;0.210524;NAN;75.00;NAN;NAN;NAN;NAN;49.700;-26.481;-41.754;3.459;EXGAL:LMC;misc;
231;J0535-6935;NAN;NAN;NAN;52200.00;280.076;-31.936;83.75000000;-69.58333333;0.200511;1.15e-14;93.70;NAN;NAN;0.05;NAN;49.700;-26.290;-41.527;1.121;EXGAL:LMC;misc;
232;J0536-7543;3.000;65.000;NAN;57600.00;287.161;-30.821;84.12841667;-75.73188889;1.245856;5.78e-16;18.58;NAN;75.00;8.70;NAN;0.143;-0.073;-0.117;8.464;NAN;mol2,pks70;
