#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;W50;W10;TAU_SC;S400;S1400;S2000;DIST;DIST_DM;ZZ;XX;YY;ASSOC;SURVEY;PSR;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);(s/s);(cm^-3pc);(ms);(ms);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);(kpc);;;TYPE;
1835;J1828-2119;NAN;NAN;NAN;53035.00;11.358;-4.734;277.08983333;-21.33222222;0.514523;1.27e-15;268.00;24.000;34.000;NAN;NAN;0.38;NAN;17.961;17.961;-1.482;3.525;-9.049;NAN;pksmb,htru_pks;NAN;
1836;J1829+0000;NAN;NAN;NAN;53112.00;30.460;4.817;277.44641667;0.00236111;0.199147;5.25e-16;116.80;16.000;21.000;NAN;NAN;0.54;NAN;4.353;4.353;0.366;2.199;4.761;NAN;pksmb,palfa,gbncc;NAN;
1837;J1829-0734;NAN;NAN;NAN;51947.00;23.647;1.478;277.27237500;-7.57277778;0.318401;4.79e-15;316.80;5.000;19.000;NAN;NAN;0.45;NAN;6.094;6.094;0.157;2.443;2.920;NAN;pksmb,htru_pks;NAN;
1838;J1829-1011;NAN;NAN;NAN;56755.00;21.329;0.262;277.27525000;-10.19027778;0.829166;-5.00e-18;610.00;98.800;125.000;NAN;NAN;0.25;NAN;4.938;4.938;0.023;1.796;3.900;NAN;htru_pks;NAN;
1839;J1829-1751;22.000;-150.000;NAN;49878.00;14.604;-3.418;277.42973848;-17.85108318;0.307133;5.55e-15;216.83;14.000;18.000;0.00;78.00;11.00;NAN;5.915;5.915;-0.353;1.489;2.786;NAN;jb1,mol2,gb3,pks1,pks70,pksmb,htru_;NAN;
1840;J1829+25;NAN;NAN;NAN;NAN;53.348;15.757;277.25000000;25.00000000;2.857000;NAN;74.00;34.000;57.000;NAN;NAN;NAN;NAN;8.926;8.926;2.424;6.892;3.372;NAN;gbncc;NAN;
1841;J1830-0052;NAN;NAN;NAN;53276.00;29.755;4.251;277.62791667;-0.88166667;0.345698;2.37e-16;220.40;9.000;16.000;NAN;NAN;0.04;NAN;10.252;10.252;0.760;5.074;-0.376;NAN;pksmb;NAN;
1842;J1830-0131;NAN;NAN;NAN;53095.00;29.156;3.994;277.58171667;-1.53002778;0.152512;2.11e-15;95.70;11.000;18.000;NAN;NAN;0.35;NAN;3.502;3.502;0.244;1.702;5.449;NAN;pksmb,htru_pks;NAN;
1843;J1830-10;NAN;NAN;NAN;56657.00;21.036;-0.169;277.52500000;-10.65000000;0.245260;NAN;203.00;5.360;12.700;NAN;NAN;0.10;NAN;3.420;3.420;-0.010;1.228;5.308;NAN;htru_pks;NAN;
1844;J1830-1059;NAN;NAN;NAN;55372.00;20.812;-0.478;277.69795833;-10.99070000;0.405073;5.99e-14;159.70;3.200;9.500;0.00;2.10;1.50;NAN;3.147;3.147;-0.026;1.118;5.558;NAN;jb2,pksmb,htru_pks;NAN;
1845;J1830-1135;NAN;NAN;NAN;51563.00;20.193;-0.590;277.50716667;-11.59222222;6.221553;4.77e-14;257.00;62.200;171.000;NAN;NAN;1.10;NAN;3.757;3.757;-0.039;1.297;4.974;NAN;pksmb,htru_pks;NAN;
1846;J1830-1313;NAN;NAN;NAN;54211.70;18.824;-1.490;277.67491667;-13.22116667;0.747188;1.71e-15;537.00;38.000;NAN;NAN;NAN;0.26;NAN;12.631;12.631;-0.328;4.074;-3.451;NAN;pksmb,htru_pks;NAN;
1847;J1830-1414;NAN;NAN;NAN;52265.00;17.839;-1.813;277.50145833;-14.24361111;0.771493;7.62e-17;393.60;10.000;22.000;NAN;NAN;0.10;NAN;10.100;10.100;-0.320;3.093;-1.110;NAN;pksmb;NAN;
1848;J1831-04;NAN;NAN;NAN;NAN;26.607;2.486;277.75000000;-4.48333333;1.065578;NAN;216.00;15.300;28.100;NAN;NAN;NAN;NAN;4.910;4.910;0.213;2.197;4.114;NAN;htru_pks;NAN;
1849;J1831-0823;NAN;NAN;NAN;51763.00;23.211;0.548;277.90139167;-8.38997222;0.612133;3.09e-16;245.90;13.000;20.000;NAN;NAN;1.00;NAN;3.886;3.886;0.037;1.531;4.929;NAN;pksmb,htru_pks,gbncc;NAN;
1850;J1831-0952;NAN;NAN;NAN;52412.00;21.897;-0.128;277.89293333;-9.86713889;0.067267;8.32e-15;247.00;10.000;14.000;NAN;NAN;0.35;NAN;3.683;3.683;-0.008;1.374;5.083;GRS:4FGL_J1830.8-0947[aab+22];pksmb,htru_pks,FermiAssoc;HE[lfl+06,aab+22];
1851;J1831-1223;NAN;NAN;NAN;51704.00;19.618;-1.217;277.80345833;-12.39194444;2.857941;5.47e-15;342.00;92.100;122.000;NAN;NAN;1.20;NAN;4.875;4.875;-0.104;1.636;3.909;NAN;pksmb,htru_pks;NAN;
1852;J1831-1329;NAN;NAN;NAN;51494.00;18.716;-1.884;277.98316667;-13.49888889;2.165679;2.99e-15;338.00;47.100;82.000;NAN;NAN;0.50;NAN;6.314;6.314;-0.208;2.025;2.523;NAN;pksmb,htru_pks;NAN;
1853;J1831-1423;NAN;NAN;NAN;52109.00;17.870;-2.201;277.87125000;-14.39611111;0.507945;1.09e-15;352.00;23.000;NAN;NAN;NAN;0.19;NAN;10.121;10.121;-0.389;3.103;-1.126;NAN;pksmb;NAN;
1854;J1832+0029;NAN;NAN;NAN;57203.00;31.247;4.360;278.21125000;0.49083333;0.533918;1.55e-15;32.70;7.000;15.000;NAN;NAN;0.14;NAN;1.120;1.120;0.085;0.579;7.545;NAN;pksmb,fast_gpps;NAN;
1855;J1832-0644;NAN;NAN;NAN;51489.00;24.806;1.070;278.17779167;-6.73383333;0.744295;3.71e-14;574.30;28.000;60.000;NAN;NAN;0.70;NAN;10.253;10.253;0.191;4.301;-0.805;NAN;pksmb,htru_pks;NAN;
1856;J1832-0827;-4.000;20.000;NAN;55397.00;23.272;0.298;278.15422083;-8.45102778;0.647326;6.39e-14;300.87;5.100;23.000;0.00;9.40;4.00;NAN;5.200;4.046;0.027;2.054;3.723;NAN;jb2,pksmb,htru_pks;NAN;
1857;J1832-0836;-7.988;-21.460;0.480;57138.00;23.109;0.257;278.11496870;-8.61528710;0.002719;8.27e-21;28.19;0.058;0.339;NAN;NAN;0.92;NAN;2.083;0.807;0.009;0.818;6.584;XRS:[pb15];htru_pks;NAN;
1858;J1832-1021;NAN;NAN;NAN;49459.00;21.587;-0.597;278.17027782;-10.35910417;0.330354;4.20e-15;474.14;8.100;24.000;0.01;3.40;1.90;NAN;4.685;4.685;-0.049;1.724;4.144;NAN;jb2,pks70,pksmb,htru_pks;NAN;
1859;J1832+27;NAN;NAN;NAN;NAN;56.479;16.252;278.04166667;27.96666667;0.631800;NAN;46.00;30.000;NAN;NAN;NAN;NAN;NAN;3.717;3.717;1.040;2.975;6.529;NAN;misc,lotaas;NAN;
1860;J1832-28;NAN;NAN;NAN;51064.30;5.142;-8.897;278.12500000;-28.71666667;0.199300;NAN;127.00;11.800;NAN;NAN;NAN;NAN;NAN;8.166;8.166;-1.263;0.723;0.465;NAN;pkssw;NAN;
1861;J1833-0209;NAN;NAN;NAN;56614.00;28.918;3.094;278.27254583;-2.15455556;0.291931;2.75e-15;325.40;17.400;30.700;NAN;NAN;0.06;NAN;13.360;13.360;0.721;6.451;-3.177;NAN;htru_pks;NAN;
1862;J1833-0338;-17.340;15.000;0.400;56000.00;27.657;2.272;278.42456042;-3.65118278;0.686733;4.16e-14;234.54;5.400;19.000;0.00;89.00;2.80;NAN;2.500;5.176;0.099;1.160;6.287;NAN;jb1,mol2,gb3,pks70,pksmb,htru_pks;NAN;
1863;J1833-0556;NAN;NAN;NAN;52166.00;25.623;1.232;278.41200000;-5.93472222;1.521545;1.28e-15;461.00;69.000;NAN;NAN;NAN;0.20;NAN;9.390;9.390;0.202;4.060;0.035;NAN;pksmb,htru_pks;NAN;
1864;J1833-0559;NAN;NAN;NAN;51719.00;25.514;1.321;278.28166667;-5.99027778;0.483459;1.23e-14;346.70;47.000;NAN;0.18;NAN;0.60;NAN;6.827;6.827;0.157;2.940;2.340;NAN;pksmb,htru_pks;NAN;
1865;J1833-0827;-33.491;1.829;NAN;55402.00;23.386;0.063;278.41778333;-8.45877778;0.085288;9.18e-15;410.95;4.600;14.000;0.01;NAN;6.90;NAN;4.500;4.381;0.005;1.786;4.370;XRS:PWN[eit+11];jb2,pksmb,htru_pks;NAN;
1866;J1833-0831;NAN;NAN;NAN;55274.00;23.340;0.020;278.43487500;-8.51880556;7.565408;3.43e-12;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;XRS:SGR_1833-0832;misc;AXP,NRAD;
1867;J1833-1034;NAN;NAN;NAN;54575.00;21.501;-0.885;278.38987500;-10.56875000;0.061884;2.02e-13;169.50;2.300;NAN;NAN;NAN;0.07;NAN;4.100;3.355;-0.063;1.503;4.686;GRS:4FGL_J1833.5-1033[aab+22],SNR:G21.5-;misc;HE;
1868;J1833-1055;NAN;NAN;NAN;51360.00;21.231;-1.140;278.49333333;-10.92527778;0.633640;5.27e-16;543.00;24.200;NAN;NAN;NAN;0.50;NAN;7.698;7.698;-0.153;2.787;1.326;NAN;pksmb,htru_pks;NAN;
1869;J1833-3840;NAN;NAN;NAN;NAN;356.011;-13.260;278.26916667;-38.67944444;0.001870;1.77e-20;78.60;NAN;NAN;NAN;NAN;NAN;NAN;4.645;4.645;-1.065;-0.315;3.990;GRS:4FGL_J1833.0-3840[aab+22];misc,FermiAssoc;HE[aab+22];
1870;J1833-6023;NAN;NAN;NAN;43558.87;334.827;-21.195;278.31166667;-60.38444444;1.889436;2.70e-16;35.00;58.000;80.000;NAN;5.50;1.46;NAN;1.336;1.336;-0.483;-0.530;7.373;NAN;mol2,pks70,pkssw;NAN;
1871;J1834-0031;NAN;NAN;NAN;53030.00;30.570;3.449;278.71288750;-0.52619444;0.329532;4.49e-16;155.10;4.800;13.000;NAN;NAN;0.17;NAN;4.675;4.675;0.281;2.373;4.482;NAN;pksmb;NAN;
1872;J1834-0426;NAN;NAN;NAN;49714.00;27.042;1.749;278.60667774;-4.43773271;0.290108;7.19e-17;79.31;88.000;104.000;0.00;77.00;19.69;NAN;2.491;2.491;0.076;1.132;6.282;NAN;jb1,mol2,gb2,gb3,pks70,pksmb,htru_p;NAN;
1873;J1834-0602;NAN;NAN;NAN;51704.00;25.640;0.965;278.65820833;-6.04305556;0.487914;1.83e-15;445.00;16.800;35.000;NAN;NAN;0.80;NAN;6.340;6.340;0.107;2.743;2.785;NAN;pksmb,htru_pks;NAN;
1874;J1834-0633;NAN;NAN;NAN;52333.00;25.173;0.763;278.62187500;-6.55030556;0.317315;6.04e-16;707.00;101.600;NAN;NAN;NAN;0.28;NAN;8.354;8.354;0.111;3.553;0.940;NAN;pksmb,htru_pks;NAN;
1875;J1834-0731;NAN;NAN;NAN;55376.00;24.288;0.366;278.56654167;-7.51831389;0.512995;5.82e-14;288.30;40.000;140.000;0.12;NAN;1.30;NAN;4.072;4.072;0.026;1.675;4.788;NAN;pksmb,htru_pks;NAN;
1876;J1834-0742;NAN;NAN;NAN;52145.00;24.151;0.223;278.63050000;-7.70572222;0.788354;3.25e-14;552.00;26.000;NAN;NAN;NAN;0.35;NAN;4.909;4.909;0.019;2.008;4.021;NAN;pksmb,htru_pks;NAN;
1877;J1834-0812;NAN;NAN;NAN;55253.34;23.709;0.001;278.62416667;-8.20000000;0.491142;9.96e-15;1020.00;NAN;NAN;NAN;NAN;NAN;NAN;5.953;5.953;0.000;2.394;3.049;NAN;misc;NAN;
1878;J1834-0845;NAN;NAN;NAN;55783.00;23.250;-0.341;278.71715833;-8.76556111;2.482302;7.96e-12;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;0.000;8.500;XRS:CXOU_J183452.1-084556,SNR:W41(?),GRS;misc;AXP,NRAD;
1879;J1834-09;NAN;NAN;NAN;56657.00;22.789;-0.505;278.65000000;-9.25000000;0.512327;NAN;529.00;64.500;152.000;NAN;NAN;0.17;NAN;4.851;4.851;-0.043;1.879;4.028;NAN;htru_pks;NAN;
1880;J1834+10;NAN;NAN;NAN;49717.00;40.638;8.608;278.61250000;10.73333333;1.172719;NAN;78.48;NAN;NAN;NAN;NAN;NAN;NAN;4.115;4.115;0.616;2.650;5.413;NAN;ar4;NAN;
1881;J1834-1202;NAN;NAN;NAN;52366.00;20.287;-1.743;278.59633333;-12.04066667;0.610259;6.74e-18;342.40;60.000;75.000;NAN;NAN;0.70;NAN;6.117;6.117;-0.186;2.120;2.765;NAN;pksmb,htru_pks;NAN;
1882;J1834-1710;NAN;NAN;NAN;51892.00;15.768;-4.206;278.72250417;-17.18055556;0.358306;4.69e-17;123.80;12.200;21.000;NAN;NAN;0.70;NAN;3.405;3.405;-0.250;0.923;5.232;NAN;pksmb,htru_pks;NAN;
1883;J1834-1855;NAN;NAN;NAN;53108.00;14.189;-4.977;278.69141667;-18.93305556;1.465656;1.93e-15;185.20;32.000;71.000;NAN;NAN;0.39;NAN;8.114;8.114;-0.704;1.981;0.663;NAN;pksmb,htru_pks;NAN;
1884;J1835-0349;NAN;NAN;NAN;53125.00;27.681;1.858;278.80394167;-3.81941667;0.841865;3.06e-15;269.60;14.000;28.000;NAN;NAN;0.16;NAN;5.510;5.510;0.179;2.558;3.623;NAN;pksmb;NAN;
1885;J1835-0522;NAN;NAN;NAN;52331.00;26.296;1.164;278.78383333;-5.36888889;1.087749;4.73e-16;456.00;23.000;NAN;NAN;NAN;0.23;NAN;8.791;8.791;0.179;3.894;0.620;NAN;pksmb,htru_pks;NAN;
1886;J1835-0600;NAN;NAN;NAN;57733.00;25.758;0.829;278.83437500;-6.00000000;2.221787;8.43e-15;780.00;29.000;53.600;NAN;NAN;NAN;NAN;10.644;10.644;0.154;4.625;-1.085;NAN;htru_pks;NAN;
1887;J1835-0643;NAN;NAN;NAN;49533.00;25.093;0.552;278.77317417;-6.71843330;0.305830;4.05e-14;464.80;37.000;60.500;0.11;NAN;2.30;NAN;5.028;5.028;0.048;2.132;3.947;NAN;jb2,pksmb,htru_pks;NAN;
1888;J1835-0847;NAN;NAN;NAN;57653.00;23.331;-0.548;278.94050000;-8.78888889;0.846494;4.85e-16;850.00;46.000;108.000;NAN;NAN;0.40;NAN;6.144;6.144;-0.059;2.433;2.859;NAN;htru_pks;NAN;
1889;J1835-0924;NAN;NAN;NAN;51720.00;22.767;-0.804;278.90841667;-9.40750000;0.859192;2.14e-14;471.00;41.600;NAN;NAN;NAN;0.55;NAN;5.043;5.043;-0.071;1.951;3.850;NAN;pksmb,htru_pks;NAN;
1890;J1835-09242;NAN;NAN;NAN;56394.00;22.739;-0.744;278.84092500;-9.40441667;0.235249;1.18e-17;500.00;27.100;45.300;NAN;NAN;NAN;NAN;5.062;5.062;-0.066;1.956;3.832;NAN;htru_pks;NAN;
1891;J1835-0928;NAN;NAN;NAN;56395.00;22.684;-0.774;278.84258333;-9.46722222;0.621734;9.69e-16;450.00;39.500;64.200;NAN;NAN;NAN;NAN;4.881;4.881;-0.066;1.882;3.997;NAN;htru_pks;NAN;
1892;J1835-0944;NAN;NAN;NAN;55130.00;22.487;-0.989;278.94438750;-9.74088889;0.145347;4.38e-15;276.20;7.000;19.000;NAN;NAN;0.60;NAN;4.215;4.215;-0.073;1.612;4.606;NAN;pksmb,htru_pks;NAN;
1893;J1835-0946;NAN;NAN;NAN;53663.00;22.451;-0.999;278.93691667;-9.77722222;0.379536;4.32e-17;193.30;4.000;7.200;NAN;NAN;0.18;NAN;3.633;3.633;-0.063;1.387;5.143;NAN;pksmb,htru_pks;NAN;
1894;J1835-1020;25.000;4.000;NAN;54369.00;21.980;-1.302;278.98991000;-10.33458333;0.302450;5.92e-15;115.90;5.300;11.000;0.00;NAN;1.90;NAN;2.909;2.909;-0.066;1.089;5.803;NAN;pksmb,htru_pks,gbncc;NAN;
1895;J1835-1106;27.000;56.000;NAN;55429.00;21.222;-1.513;278.82670833;-11.10447222;0.165918;2.06e-14;132.68;3.900;8.400;0.00;30.00;2.50;NAN;3.159;3.159;-0.083;1.143;5.556;NAN;pks70,pksmb,htru_pks;NAN;
1896;J1835-15;NAN;NAN;NAN;NAN;17.297;-3.697;278.97500000;-15.59027778;NAN;NAN;22.90;NAN;NAN;NAN;NAN;NAN;NAN;0.789;0.789;-0.051;0.234;7.748;NAN;gbncc;RRAT[mss+20];
1897;J1835-1548;NAN;NAN;NAN;53140.00;17.094;-3.784;278.95970833;-15.81055556;0.670486;1.74e-15;327.00;17.000;42.000;NAN;NAN;0.06;NAN;19.572;19.572;-1.292;5.740;-10.167;NAN;pksmb;NAN;
1898;J1835-3259A;-5.484;-4.274;0.119;55196.00;1.532;-11.371;278.93333333;-32.99027778;0.003889;NAN;63.35;NAN;NAN;NAN;NAN;NAN;NAN;9.460;2.711;-1.865;0.248;-0.771;GC:NGC6652[drr11];misc;NAN;
1899;J1836-0436;-2.602;11.852;NAN;49532.00;27.167;1.130;279.21579339;-4.61046591;0.354237;1.66e-15;231.50;9.300;18.000;0.00;NAN;2.00;NAN;4.358;4.358;0.086;1.989;4.624;NAN;jb2,pksmb,htru_pks;NAN;
1900;J1836-0517;NAN;NAN;NAN;52156.00;26.510;0.915;279.10500000;-5.29305556;0.457245;1.30e-15;564.00;13.000;NAN;NAN;NAN;0.15;NAN;8.315;8.315;0.133;3.711;1.060;NAN;pksmb;NAN;
1901;J1836-1008;18.000;12.000;NAN;48880.00;22.263;-1.415;279.22469117;-10.13565277;0.562711;1.18e-14;316.98;7.700;17.000;0.00;54.00;4.80;NAN;5.343;5.343;-0.132;2.024;3.557;NAN;mol2,pks70,pksmb,htru_pks;NAN;
1902;J1836-11;NAN;NAN;NAN;56657.00;21.153;-1.768;279.02500000;-11.28333333;0.496193;NAN;326.00;25.700;55.100;NAN;NAN;0.12;NAN;6.066;6.066;-0.187;2.188;2.845;NAN;htru_pks;NAN;
1903;J1836-1324;NAN;NAN;NAN;53277.00;19.348;-2.910;279.21786250;-13.40933333;0.178756;1.04e-15;157.33;1.600;16.000;NAN;NAN;0.10;NAN;3.638;3.638;-0.185;1.204;5.072;NAN;pksmb,htru_pks;NAN;
1904;J1836-2354B;9.851;-5.617;0.306;55000.00;9.890;-7.554;279.10146250;-23.90797222;0.003232;-4.80e-22;93.30;NAN;NAN;NAN;NAN;0.04;0.04;3.303;3.465;-0.434;0.562;5.274;GC:M22(NGC6656);misc;NAN;
1905;J1836+51;NAN;NAN;NAN;NAN;79.890;23.083;279.00000000;51.00000000;0.692000;NAN;44.40;19.000;35.000;NAN;NAN;NAN;NAN;5.258;5.258;2.061;4.762;7.651;NAN;gbncc;NAN;
1906;J1836+5925;NAN;NAN;NAN;56338.00;88.875;24.999;279.05697500;59.42504167;0.173264;1.50e-15;NAN;NAN;NAN;NAN;NAN;NAN;NAN;0.300;NAN;0.127;0.272;8.495;GRS:4FGL_J1836.2+5925[aab+22],XRS:RX_J18;FermiBlind;XINS,NRAD;
1907;J1837+0033g;NAN;NAN;NAN;NAN;31.853;3.311;279.42083333;0.55000000;0.418140;NAN;186.90;NAN;NAN;NAN;NAN;0.01;NAN;5.483;5.483;0.317;2.889;3.850;NAN;fast_gpps;NAN;
1908;J1837-0045;NAN;NAN;NAN;51019.00;30.675;2.749;279.38397519;-0.75295649;0.617037;1.68e-15;86.98;8.400;31.000;NAN;10.00;0.50;NAN;3.145;3.145;0.151;1.603;5.798;NAN;pks70,pksmb,gbncc;NAN;
1909;J1837+0053;NAN;NAN;NAN;53094.00;32.129;3.511;279.36854167;0.88694444;0.473513;3.77e-17;124.00;49.000;108.000;NAN;NAN;0.34;NAN;4.250;4.250;0.260;2.256;4.908;NAN;pksmb;NAN;
1910;J1837-0559;NAN;NAN;NAN;55470.00;26.001;0.379;279.34855000;-5.99127778;0.201064;3.31e-15;319.50;9.000;NAN;NAN;NAN;0.58;NAN;4.315;4.315;0.029;1.892;4.622;NAN;pksmb,htru_pks;NAN;
1911;J1837-0604;NAN;NAN;NAN;51749.00;25.960;0.265;279.43145833;-6.08027778;0.096294;4.52e-14;462.00;14.000;30.000;0.06;NAN;0.75;NAN;4.779;4.779;0.022;2.092;4.203;NAN;pksmb,htru_pks;HE[lsg+15];
1912;J1837-0653;NAN;NAN;NAN;49480.00;25.191;0.002;279.31104310;-6.88392099;1.905809;7.72e-16;316.10;54.000;182.000;NAN;NAN;3.50;NAN;4.137;4.137;0.000;1.761;4.756;NAN;jb2,pksmb,htru_pks;NAN;
1913;J1837+1221;NAN;NAN;NAN;51650.00;42.411;8.738;279.27966667;12.36500000;1.963532;6.20e-15;100.60;9.600;46.000;NAN;NAN;0.50;NAN;6.603;6.603;1.003;4.402;3.681;NAN;pkssw,misc;NAN;
1914;J1837-1243;NAN;NAN;NAN;51494.00;19.983;-2.662;279.28920833;-12.73222222;1.876019;3.65e-14;300.00;24.400;NAN;NAN;NAN;0.17;NAN;8.270;8.270;-0.384;2.823;0.736;NAN;pksmb,htru_pks;NAN;
1915;J1837-1837;NAN;NAN;NAN;51500.00;14.807;-5.498;279.47604167;-18.61888889;0.618358;5.50e-15;100.74;7.900;19.000;NAN;NAN;0.40;NAN;3.232;3.232;-0.310;0.822;5.390;NAN;pkssw,pksmb,htru_pks;NAN;
1916;J1838+0022g;NAN;NAN;NAN;NAN;31.771;3.068;279.60000000;0.36666667;0.005090;NAN;122.60;NAN;NAN;NAN;NAN;0.03;NAN;4.071;4.071;0.218;2.140;5.044;NAN;fast_gpps;NAN;
1917;J1838+0027g;NAN;NAN;NAN;NAN;31.824;3.147;279.55416667;0.45000000;0.054130;NAN;205.90;NAN;NAN;NAN;NAN;0.01;NAN;5.802;5.802;0.318;3.055;3.578;NAN;fast_gpps;NAN;
1918;J1838+0044g;NAN;NAN;NAN;NAN;32.073;3.283;279.54583333;0.73333333;2.203170;NAN;229.60;NAN;NAN;NAN;NAN;0.07;NAN;6.922;6.922;0.396;3.670;2.644;NAN;fast_gpps;NAN;
1919;J1838-01;NAN;NAN;NAN;51869.10;30.550;2.414;279.62500000;-1.01666667;0.183295;NAN;320.40;NAN;NAN;NAN;NAN;0.30;NAN;7.777;7.777;0.328;3.950;1.809;NAN;pksmb;NAN;
1920;J1838-0107;NAN;NAN;NAN;56489.00;30.467;2.327;279.66426250;-1.13017778;0.444426;5.46e-18;268.90;34.400;45.000;NAN;NAN;0.05;NAN;6.096;6.096;0.248;3.088;3.250;NAN;htru_pks;NAN;
1921;J1838-0453;NAN;NAN;NAN;55339.00;27.070;0.708;279.54750000;-4.89036667;0.380866;1.16e-13;617.20;15.000;NAN;NAN;NAN;0.40;NAN;6.629;6.629;0.082;3.017;2.598;NAN;pksmb,htru_pks;NAN;
1922;J1838-0537;NAN;NAN;NAN;55100.00;26.508;0.209;279.73341667;-5.61916667;0.145708;4.72e-13;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;GRS:4FGL_J1838.9-0537[aab+22];FermiBlind;NRAD;
1923;J1838-0549;NAN;NAN;NAN;55473.00;26.295;0.183;279.65860417;-5.82002778;0.235311;3.34e-14;276.60;7.600;NAN;NAN;NAN;0.42;NAN;4.061;4.061;0.013;1.799;4.859;NAN;pksmb,htru_pks;NAN;
1924;J1838-0624;NAN;NAN;NAN;51875.00;25.792;-0.140;279.71575000;-6.41500000;0.927178;7.74e-17;424.00;36.000;NAN;NAN;NAN;0.16;NAN;4.545;4.545;-0.011;1.978;4.408;NAN;pksmb;NAN;
1925;J1838-0655;NAN;NAN;NAN;54522.00;25.246;-0.196;279.51304167;-6.92594444;0.070498;4.92e-14;NAN;NAN;NAN;NAN;NAN;NAN;NAN;6.600;NAN;-0.023;2.815;2.530;XRS:AX_J1838.0-0655,GRS:HESS_J1837-069;misc;NRAD;
1926;J1838-1046;NAN;NAN;NAN;51493.00;21.862;-2.049;279.61033333;-10.78250000;1.218354;3.08e-15;209.30;16.600;34.000;NAN;NAN;0.50;NAN;4.135;4.135;-0.148;1.539;4.665;NAN;pksmb,htru_pks,gbncc;NAN;
1927;J1838+1523;NAN;NAN;NAN;56675.00;45.347;9.694;279.69491667;15.39038889;0.549161;2.03e-17;68.26;27.000;67.000;NAN;NAN;NAN;NAN;3.514;3.514;0.592;2.464;6.066;NAN;misc;NAN;
1928;J1838+1650;NAN;NAN;NAN;51602.00;46.667;10.331;279.67942500;16.83779167;1.901967;2.68e-15;32.95;72.000;92.000;NAN;2.60;NAN;NAN;1.541;1.541;0.276;1.103;7.460;NAN;ar4,lotaas;NAN;
1929;J1838-1849;NAN;NAN;NAN;55991.90;14.686;-5.734;279.64079167;-18.83305556;0.488242;4.00e-17;169.90;NAN;NAN;NAN;NAN;0.40;NAN;8.398;8.398;-0.839;2.118;0.417;NAN;pksmb;NAN;
1930;J1838+50;NAN;NAN;NAN;NAN;79.823;22.739;279.50000000;50.85000000;2.577223;NAN;21.81;13.000;NAN;NAN;NAN;NAN;NAN;1.704;1.704;0.659;1.547;8.222;NAN;chime;RRAT[gac+21];
1931;J1839-0141;NAN;NAN;NAN;55467.00;30.014;1.965;279.77910333;-1.69888889;0.933266;5.94e-15;293.20;13.000;NAN;NAN;NAN;NAN;NAN;6.074;6.074;0.208;3.036;3.244;NAN;pksmb;RRAT;
1932;J1839-0223;NAN;NAN;NAN;56488.00;29.500;1.461;279.99180000;-2.38597222;1.266790;4.76e-15;330.00;46.000;67.900;NAN;NAN;0.11;NAN;6.088;6.088;0.155;2.997;3.203;NAN;htru_pks;NAN;
1933;J1839-0321;NAN;NAN;NAN;55522.00;28.601;1.095;279.90633333;-3.35300000;0.238782;1.25e-14;450.50;7.000;NAN;0.01;NAN;0.27;NAN;7.852;7.852;0.150;3.758;1.607;NAN;pksmb;NAN;
1934;J1839-0332;NAN;NAN;NAN;56491.00;28.462;0.934;279.98576250;-3.54961111;2.675682;4.76e-15;195.10;31.000;63.700;NAN;NAN;NAN;NAN;4.042;4.042;0.066;1.926;4.947;NAN;htru_pks;NAN;
1935;J1839-0402;NAN;NAN;NAN;51487.00;28.016;0.730;279.96275000;-4.04025000;0.520940;7.69e-15;236.60;7.600;16.000;NAN;NAN;0.21;NAN;4.231;4.231;0.054;1.987;4.765;NAN;pksmb,htru_pks;NAN;
1936;J1839-0436;NAN;NAN;NAN;53190.00;27.407;0.654;279.75026667;-4.61597222;0.149461;8.10e-16;292.70;6.900;12.000;NAN;NAN;0.23;NAN;4.483;4.483;0.051;2.063;4.520;NAN;pksmb,htru_pks;NAN;
1937;J1839-0459;NAN;NAN;NAN;51426.00;27.147;0.321;279.92757917;-4.99966667;0.585319;3.31e-15;237.00;22.000;NAN;NAN;NAN;0.30;NAN;3.945;3.945;0.022;1.800;4.990;NAN;pksmb,htru_pks;NAN;
1938;J1839-0627;NAN;NAN;NAN;51361.00;25.807;-0.266;279.83525000;-6.45944444;0.484914;1.32e-16;92.49;19.000;29.000;NAN;NAN;0.29;NAN;2.531;2.531;-0.012;1.102;6.221;NAN;pksmb,htru_pks,gbncc;NAN;
1939;J1839-0643;NAN;NAN;NAN;51368.00;25.547;-0.350;279.79084583;-6.72922222;0.449548;3.64e-15;493.50;24.000;74.000;0.05;NAN;1.60;NAN;4.804;4.804;-0.029;2.072;4.166;NAN;pksmb,htru_pks;NAN;
1940;J1839-0905;NAN;NAN;NAN;54979.00;23.533;-1.591;279.97275000;-9.08725000;0.418975;2.60e-14;344.50;18.000;NAN;NAN;NAN;0.22;NAN;6.815;6.815;-0.189;2.720;2.254;NAN;pksmb,htru_pks;NAN;
