#;NAME;;PSRJ;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;RAJD;;DECJD;;P0;;;P1;;;DM;;;W50;;;W10;;;TAU_SC;;;S400;;;S1400;;;S2000;;;DIST;DIST_DM;;ZZ;XX;YY;ASSOC;;SURVEY;PSR;
;;;;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(deg);;(deg);;(s);;;;;;(cm^-3pc);;;(ms);;;(ms);;;(s);;;(mJy);;;(mJy);;;(mJy);;;(kpc);(kpc);;(kpc);(kpc);(kpc);;;;TYPE;
247;J0542-68;rcl+13;J0542-68;rcl+13;NAN;0;*;NAN;0;*;NAN;0;*;51975.00;*;278.449;-31.406;85.64583;0;-68.26667;0;0.4251890;8.0e-07;rcl+13;NAN;0;*;114;5.0e+00;rcl+13;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;49.700;48.893;ymw17;-25.899;-41.958;2.267;EXGAL:LMC;0;misc;NAN;
248;B0540+23;dls72;J0543+2329;dls72;NAN;0;*;NAN;0;*;NAN;0;*;48892.0;hlk+04;184.363;-3.318;85.79025;4.6e-05;23.4847;1.4e-03;0.2459747688901;1.9e-12;hlk+04;1.5422691E-14;1.9e-20;hlk+04;77.7;0;whx+23;6.9;4.0e-01;whx+23;24.8;4.0e-01;whx+23;9.4E-7;3.1e-07;kl07;29.0;1.0e+00;lylg95;10.7;7.0e-01;jvk+18;NAN;0;*;1.565;1.565;ymw17;-0.091;-0.119;10.058;XRS:[pb15];0;jb1,ar4,gb1,gb4,lotaas,fast_gpps;NAN;
249;J0543-6851;mfl+06;J0543-6851;mfl+06;NAN;0;*;NAN;0;*;NAN;0;*;52410.00;*;279.125;-31.235;85.9696;4.6e-04;-68.8570;2.5e-04;0.70895418575;6.0e-11;mfl+06;3.94E-15;3.0e-17;mfl+06;134.9;6.0e-01;jpm+22;53;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.087;4.0e-03;jpm+22;NAN;0;*;49.700;48.824;ymw17;-25.772;-41.958;1.760;EXGAL:LMC;0;misc;NAN;
250;J0544+20;dsm+16;J0544+20;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;186.756;-4.495;86.05;1.3e-01;20.83;1.3e-01;NAN;0;*;NAN;0;*;56.9;0;dsm+16;2.3;0;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.283;1.283;ymw17;-0.101;-0.150;9.770;NAN;0;ar327;RRAT[dsm+16];
251;J0545-03;kkl+15;J0545-03;kkl+15;NAN;0;*;NAN;0;*;NAN;0;*;56657.00;*;208.094;-16.213;86.2;5.0e-01;-3.2;6.0e-01;1.07393;2.0e-05;kkl+15;NAN;0;*;67.2;4.0e-01;kkl+15;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.062;2.062;ymw17;-0.576;-0.932;10.247;NAN;0;gbt350;RRAT;
252;J0546+2441;clm+05;J0546+2441;clm+05;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;183.728;-2.045;86.61983;1.2e-04;24.6892;1.7e-03;2.84385;0;dmo+24;7.65E-15;3.0e-17;clm+05;73.81;0;dmo+24;34.7;0;dmo+24;62.5;0;dmo+24;NAN;0;*;2.65;1.0e-01;clm+05;NAN;0;*;NAN;0;*;1.517;1.517;ymw17;-0.054;-0.099;10.013;NAN;0;ar4,ar327,lotaas;NAN;
253;J0550+09;dsm+16;J0550+09;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;57022.00;*;197.055;-8.774;87.62;1.3e-01;9.85;1.3e-01;1.745;0;dsm+16;NAN;0;*;86.6;0;dsm+16;22.5;0;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.804;1.804;ymw17;-0.275;-0.523;10.204;NAN;0;ar327;RRAT[dsm+16];
254;J0553+41;ttk+24;J0553+41;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;170.124;7.701;88.37500;0;41.3;2.5e-01;0.5600;1.0e-03;ttk+24;NAN;0;*;38;2.0e+00;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.150;1.150;ymw17;0.154;0.195;9.623;NAN;0;pumps;NAN;
255;J0553+4111;crafts23;J0553+4111;crafts23;NAN;0;*;NAN;0;*;NAN;0;*;59424;wyw+23;170.236;7.615;88.349175;3.3e-06;41.194156;1.4e-05;0.5594934351697;4.0e-13;wyw+23;1.37E-17;3.0e-19;wyw+23;37.900;1.0e-02;wyw+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.060;1.0e-02;wyw+23;NAN;0;*;1.144;1.144;ymw17;0.152;0.192;9.617;NAN;0;fast_crafts;NAN;
256;J0554+3107;pga+13;J0554+3107;pga+13;NAN;0;*;NAN;0;*;NAN;0;*;55214.00;*;179.058;2.697;88.52088;1.2e-04;31.1281;1.1e-03;0.464960965736;1.6e-11;pga+13;1.426028E-13;1.1e-18;pga+13;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.000;NAN;*;0.094;0.033;10.498;GRS:4FGL_J0554.1+3107[aab+22],SNR:G179.0+2.6(?)[pga+13],XRS:[tkp+22];0;FermiBlind;NRAD[aab+22];
257;J0555+3948;bck+13;J0555+3948;bck+13;NAN;0;*;NAN;0;*;NAN;0;*;56375.00;*;171.610;7.192;88.8;1.2e+00;39.80;8.3e-02;1.1469058;2.0e-07;bck+13;NAN;0;*;37.0;0;whx+23;6.6;4.0e-01;whx+23;12.4;4.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.090;1.090;ymw17;0.136;0.158;9.570;NAN;0;htru_eff,gbncc,lotaas,fast_gpps;NAN;
258;J0555-7056;mfl+06;J0555-7056;mfl+06;NAN;0;*;NAN;0;*;NAN;0;*;52408.00;*;281.460;-30.119;88.7577;5.0e-04;-70.94600;1.7e-04;0.82783808575;7.0e-11;mfl+06;5.96E-15;3.0e-17;mfl+06;72.90;1.0e-01;jpm+22;11;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.058;4.0e-03;jpm+22;NAN;0;*;49.700;48.741;ymw17;-24.939;-42.133;-0.042;EXGAL:LMC;0;misc;NAN;
259;J0556-67;hcb+22;J0556-67;hcb+22;NAN;0;*;NAN;0;*;NAN;0;*;57986.00;*;277.454;-30.150;89.10417;0;-67.48333;0;0.7905492;7.0e-07;hcb+22;NAN;0;*;71;0;hcb+22;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.12;0;hcb+22;NAN;0;*;47.489;47.489;ymw17;-23.852;-40.717;3.173;EXGAL:LMC;0;misc;NAN;
260;J0557-2948;kmk+18;J0557-2948;kmk+18;NAN;0;*;NAN;0;*;NAN;0;*;57381.00;*;235.470;-23.989;89.387498;2.9e-06;-29.8046678;1.9e-06;0.0436426389000;3.0e-13;kmk+18;7.3E-20;5.0e-21;kmk+18;49.033;2.0e-03;sbm+22;0.66;0;mss+20;2.5;0;mss+20;NAN;0;*;NAN;0;*;0.046;2.0e-03;sbm+22;NAN;0;*;4.268;4.268;ymw17;-1.735;-3.212;10.710;NAN;0;gbncc;NAN;
261;B0559-57;mlt+78;J0600-5756;mlt+78;NAN;0;*;NAN;0;*;NAN;0;*;43557.36;*;266.492;-29.343;90.1937;1.3e-03;-57.9483;8.3e-04;2.261364513;3.0e-09;nmc81;2.78E-15;9.0e-17;nmc81;30;8.0e+00;nmc81;60;0;tml93;95;0;tml93;NAN;0;*;2.1;0;tml93;NAN;0;*;NAN;0;*;0.553;0.553;ymw17;-0.271;-0.481;8.529;NAN;0;mol2,pks70;NAN;
262;B0559-05;mlt+78;J0601-0527;mlt+78;-7.36;7.0e-02;kjk+24;-15.24;9.0e-02;kjk+24;0.48;4.0e-02;kjk+24;59400;kjk+24;212.199;-13.481;90.49571;2.8e-05;-5.46417;4.4e-05;0.395970303114;1.1e-11;kjk+24;1.3022E-15;4.0e-19;kjk+24;80.537998751242389474;0;kjk+24;17;0;pkj+21;24;0;pkj+21;1.17E-5;7.0e-07;kmn+15;22.7;9.0e-01;lylg95;2.6;5.0e-01;jk18;NAN;0;*;2.060;2.328;ymw17;-0.480;-1.067;10.195;NAN;0;mol2,misc,pks70;NAN;
263;J0608+00;dsm+13;J0608+00;dsm+13;NAN;0;*;NAN;0;*;NAN;0;*;56033.00;*;207.445;-9.171;92.20;1.2e-01;0.65;1.3e-01;1.0762;0;dsm+13;NAN;0;*;48.5;3.0e-01;mss+20;17;0;mss+20;31;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.311;1.311;ymw17;-0.209;-0.597;9.649;NAN;0;ar327,gbncc,lotaas;NAN;
264;J0608+1635;ttk+17;J0608+1635;ttk+17;NAN;0;*;NAN;0;*;NAN;0;*;57584.00;*;193.366;-1.569;92.21526;2.1e-05;16.58594;1.1e-04;0.945844752002;3.0e-12;psf+22;1.351042E-14;1.8e-19;psf+22;85.6;0;whx+23;7.1;4.0e-01;whx+23;11.5;4.0e-01;whx+23;NAN;0;*;NAN;0;*;0.14;4.0e-02;psf+22;NAN;0;*;1.646;1.646;ymw17;-0.045;-0.380;10.101;NAN;0;misc,palfa,fast_gpps;NAN;
265;J0609+2130;lxf+05;J0609+2130;lxf+05;NAN;0;*;NAN;0;*;NAN;0;*;52758.00;*;189.192;1.040;92.4953587;8.3e-07;21.50079;2.5e-05;0.05569801392951;2.0e-14;lxf+05;2.35E-19;2.0e-21;lxf+05;38.73;2.0e-02;lxf+05;1.6;0;lxf+05;7.4;0;lxf+05;NAN;0;*;0.80;1.0e-01;lma+04;NAN;0;*;NAN;0;*;0.574;0.574;ymw17;0.010;-0.092;9.067;NAN;0;ar4,lotaas;NAN;
266;J0611+04;dsm+16;J0611+04;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;57022.00;*;204.655;-7.012;92.82;1.2e-01;4.10;1.3e-01;1.67443;0;dsm+16;NAN;0;*;69.9;0;dsm+16;81;0;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.662;1.662;ymw17;-0.203;-0.688;9.999;NAN;0;ar327;NAN;
267;J0611+1436;lsb+17;J0611+1436;lsb+17;NAN;0;*;NAN;0;*;NAN;0;*;55818.00;*;195.378;-2.004;92.82770;5.4e-05;14.6144;1.1e-03;0.27032946262;3.0e-11;lsb+17;3.997E-15;3.0e-18;lsb+17;43.99;7.0e-02;mss+20;17;0;mss+20;33;0;mss+20;NAN;0;*;NAN;0;*;1.10;0;lsb+17;NAN;0;*;0.807;0.807;ymw17;-0.028;-0.214;9.278;NAN;0;palfa,gbncc;NAN;
268;J0611+30;cnst96;J0611+30;cnst96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;181.624;5.496;92.82;9.6e-02;30.27;8.3e-02;1.41209;0;dmo+24;NAN;0;*;45.26;0;dmo+24;45.5;0;dmo+24;102.1;0;dmo+24;NAN;0;*;1.4;0;cnst96;NAN;0;*;NAN;0;*;1.080;1.080;ymw17;0.103;-0.030;9.575;NAN;0;misc,ar327,lotaas;NAN;
269;B0609+37;stwd85;J0612+3721;stwd85;5;3.0e+00;*;5;1.2e+01;*;NAN;0;*;49679.0;hlk+04;175.450;9.093;93.202861;6.2e-06;37.36038;3.0e-05;0.29798232657188;1.8e-13;hlk+04;5.94685E-17;1.8e-21;hlk+04;27.15;0;dmo+24;6.3;0;dmo+24;18.8;0;dmo+24;1.7E-7;9.0e-08;kl07;16.0;1.0e+00;lylg95;4;2.0e+00;lylg95;NAN;0;*;0.534;0.534;ymw17;0.084;0.042;9.026;NAN;0;gb3,ar327,lotaas;NAN;
270;J0612+37216;slr+14;J0612+37216;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56500.00;*;175.442;9.080;93.18376;1.2e-04;37.3612;6.0e-04;0.443871367665;2.0e-11;lsk+18;1.50E-16;1.4e-17;lsk+18;39.27;0;dmo+24;13.0;7.0e-01;dmo+24;26.7;7.0e-01;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.083;1.083;ymw17;0.171;0.085;9.566;NAN;0;gbncc,ar327,lotaas,fast_gpps;NAN;
271;J0613+3731;cvh+14;J0613+3731;cvh+14;NAN;0;*;NAN;0;*;NAN;0;*;56000.00;*;175.336;9.239;93.30063;4.6e-05;37.5273;2.5e-04;0.61919818110;7.0e-11;cvh+14;3.2448E-15;2.0e-18;cvh+14;18.99;0;dmo+24;14.2;7.0e-01;dmo+24;25.7;7.0e-01;dmo+24;NAN;0;*;1.6;8.0e-01;cvh+14;0.13;6.0e-02;cvh+14;NAN;0;*;0.186;0.186;ymw17;0.030;0.015;8.683;NAN;0;misc,ar327,gbncc,lotaas,fast_gpps;NAN;
272;B0611+22;dls72;J0614+2229;dls72;-0.24;4.0e-02;dgb+19;-1.25;4.0e-02;dgb+19;0.28;3.0e-02;dgb+19;56000.0;dgb+19;188.795;2.394;93.5708575;4.2e-07;22.4991244;2.8e-07;0.33495996611;1.6e-10;hlk+04;5.94494E-14;1.2e-18;hlk+04;96.91;0;dmo+24;11.0;0;dmo+24;19.8;0;dmo+24;1.27E-5;3.0e-07;kmn+15;29.0;1.0e+00;lylg95;3.3;2.0e-01;jvk+18;NAN;0;*;3.500;1.744;ymw17;0.146;-0.535;11.956;NAN;0;jb1,ar327,gb1,gb3,gb4,lotaas;NAN;
273;J0614+83;slr+14;J0614+83;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56292.00;*;130.353;25.833;94;2.5e+00;83.2;3.0e-01;1.03920;6.0e-05;slr+14;NAN;0;*;44.2;3.0e-01;mss+20;12;0;mss+20;81;0;mss+20;NAN;0;*;1.9;0;slr+14;NAN;0;*;NAN;0;*;3.699;3.699;ymw17;1.612;2.537;10.656;NAN;0;gbncc;NAN;
274;J0621+0336;bkl+13;J0621+0336;bkl+13;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;206.246;-5.058;95.2967592;1.8e-06;3.612654;4.4e-06;0.26995410058794;3.0e-14;kjk+24;7.2227E-17;8.0e-21;kjk+24;72.589998874477700608;0;kjk+24;3.3;2.0e-01;whx+23;7.2;2.0e-01;whx+23;NAN;0;*;NAN;0;*;1.0;3.0e-01;bkl+13;NAN;0;*;1.702;1.702;ymw17;-0.150;-0.750;10.021;NAN;0;pkspa,gbncc,lotaas,misc,fast_gpps;NAN;
275;J0621-55;kbj+18;J0621-55;kbj+18;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;264.804;-26.411;95.18;1.2e-01;-56.08;1.2e-01;NAN;0;*;NAN;0;*;22;0;kbj+18;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.380;0.380;ymw17;-0.169;-0.339;8.531;NAN;0;pks_superb;RRAT;
276;J0622+3749;pga+12;J0622+3749;pga+12;NAN;0;*;NAN;0;*;NAN;0;*;55225.00;*;175.877;10.958;95.54379;8.3e-05;37.8204;2.5e-04;0.333208231801;6.0e-12;pga+12;2.54237E-14;5.0e-19;pga+12;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;0.000;0.000;8.500;GRS:4FGL_J0622.2+3749[aab+22];0;FermiBlind;NRAD[aab+22];
277;J0623+0340;bkl+13;J0623+0340;bkl+13;NAN;0;*;NAN;0;*;NAN;0;*;54666.00;*;206.497;-4.459;95.94483;4.2e-05;3.66856;1.1e-04;0.613759600022;7.0e-12;bkl+13;8.837E-17;3.0e-20;bkl+13;54;4.0e+00;bkl+13;18.78;0;bkl+13;NAN;0;*;NAN;0;*;NAN;0;*;0.27;8.0e-02;bkl+13;NAN;0;*;1.375;1.375;ymw17;-0.107;-0.612;9.727;NAN;0;pkspa;NAN;
278;B0621-04;mlt+78;J0624-0424;mlt+78;NAN;0;*;NAN;0;*;NAN;0;*;49876.0;hlk+04;213.792;-8.036;96.083451;1.1e-05;-4.41401;3.0e-05;1.0390771753017;6.0e-13;kjk+24;8.3046E-16;5.0e-20;kjk+24;70.834998901689322538;0;kjk+24;5.1;0;pkj+21;63;0;pkj+21;1.9E-5;3.0e-06;kmn+15;4.9;5.0e-01;lylg95;1.4;3.0e-01;jk18;NAN;0;*;1.938;1.938;ymw17;-0.271;-1.067;10.095;NAN;0;mol2,gb2,lotaas,misc,pks70;NAN;
279;J0625+10;cnst96;J0625+10;cnst96;NAN;0;*;NAN;0;*;NAN;0;*;49717.00;*;200.878;-0.956;96.44;6.7e-02;10.27;8.3e-02;0.498397;3.0e-06;cnst96;NAN;0;*;78;1.5e+01;cnst96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.086;0;lbh+15;NAN;0;*;1.637;1.637;ymw17;-0.027;-0.583;10.029;NAN;0;ar4,palfa;NAN;
280;J0627+0649;bkl+13;J0627+0649;bkl+13;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;204.166;-2.085;96.9734541;1.7e-06;6.831688;5.6e-06;0.34652329084626;7.0e-14;kjk+24;1.697587E-15;1.0e-20;kjk+24;86.659828282294610977;0;kjk+24;3.4;0;pkj+21;17;0;pkj+21;NAN;0;*;NAN;0;*;1.9;6.0e-01;bkl+13;NAN;0;*;1.794;1.794;ymw17;-0.065;-0.734;10.136;NAN;0;pkspa,ar327,gbncc,misc;NAN;
281;J0627+0706;cha03;J0627+0706;cha03;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;203.902;-1.991;96.93410;5.4e-05;7.10937;1.6e-04;0.475889572361;1.6e-11;kjk+24;2.97746E-14;7.0e-19;kjk+24;138.25;0;kjk+24;5.1;0;pkj+21;9.3;0;pkj+21;NAN;0;*;6;0;cha03;1.39;8.0e-02;jvk+18;NAN;0;*;2.289;2.289;ymw17;-0.080;-0.927;10.591;NAN;0;ar4,gbncc,lotaas,misc,pkspa;NAN;
282;J0627+16;dcm+09;J0627+16;dcm+09;NAN;0;*;NAN;0;*;NAN;0;*;54466.00;*;195.793;2.124;96.80;2.9e-02;16.20;3.3e-02;2.180;0;dcm+09;NAN;0;*;113;0;dcm+09;0.3;0;dcm+09;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.932;1.932;ymw17;0.072;-0.525;10.358;NAN;0;palfa;RRAT;
283;J0628+0909;cfl+06;J0628+0909;cfl+06;NAN;0;*;NAN;0;*;NAN;0;*;54990.00;*;202.190;-0.851;97.15076;2.1e-05;9.15386;8.3e-05;1.241421391299;3.0e-12;nab+13;5.479E-16;2.0e-19;nab+13;87.9;0;whx+23;2.5;2.0e-01;whx+23;4.9;2.0e-01;whx+23;NAN;0;*;NAN;0;*;0.058;5.0e-03;nab+13;NAN;0;*;1.767;1.767;ymw17;-0.026;-0.667;10.136;NAN;0;palfa,fast_gpps;RRAT;
284;B0626+24;dth78;J0629+2415;dth78;3.56;1.2e-01;dgb+19;-4.68;8.0e-02;dgb+19;0.32;5.0e-02;dgb+19;56000.0;dgb+19;188.817;6.223;97.2738637;4.2e-07;24.2615406;2.8e-07;0.476622836038;4.0e-12;hlk+04;1.99573E-15;3.0e-20;hlk+04;84.18;0;dmo+24;8.4;2.0e-01;dmo+24;22.3;2.0e-01;dmo+24;1.47E-5;3.0e-07;kmn+15;31;2.0e+00;lylg95;3.2;4.0e-01;lylg95;NAN;0;*;2.900;1.667;ymw17;0.314;-0.442;11.349;NAN;0;gb1,ar327,gb3,gb4,lotaas,fast_gpps;NAN;
285;J0630+19;dsm+16;J0630+19;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;57022.00;*;193.071;4.303;97.52;1.3e-01;19.62;1.3e-01;1.24855;0;dsm+16;NAN;0;*;48.1;0;dsm+16;35;0;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.982;0.982;ymw17;0.074;-0.221;9.454;NAN;0;ar327;NAN;
286;J0630-0046;bkl+13;J0630-0046;bkl+13;NAN;0;*;NAN;0;*;NAN;0;*;54355.00;*;211.220;-5.020;97.61232;5.0e-05;-0.76829;4.7e-05;0.680574832268;7.0e-12;bkl+13;3.7481E-15;1.9e-18;bkl+13;97.3;0;whx+23;2.7;4.0e-01;whx+23;14.8;4.0e-01;whx+23;NAN;0;*;NAN;0;*;0.41;1.2e-01;bkl+13;NAN;0;*;2.103;2.103;ymw17;-0.184;-1.086;10.292;NAN;0;pkspa,gbncc,fast_gpps;NAN;
287;B0628-28;vl69;J0630-2834;vl69;-46.3;1.0e+00;kjk+24;21.3;6.0e-01;kjk+24;3.0;5.0e-01;kjk+24;59400;kjk+24;236.952;-16.758;97.70565;3.5e-05;-28.57851;4.2e-05;1.244426522928;7.0e-12;kjk+24;7.1852E-15;5.0e-19;kjk+24;34.634892821357731951;0;kjk+24;63;0;pkj+21;122;0;pkj+21;1.290E-08;0;cor86;206;2.2e+01;lylg95;32;7.0e+00;jk18;NAN;0;*;0.320;2.084;ymw17;-0.092;-0.257;8.667;XRS:RX_J0630.8-2834[bjk+05];0;mol1,misc,mol2,pks70,pkshl;HE[to05];
288;J0631+0646;cwp+17;J0631+0646;cwp+17;NAN;0;*;NAN;0;*;NAN;0;*;55806;cwp+17;204.678;-1.238;97.96825;8.3e-05;6.77061;1.9e-04;0.1109789432160;8.0e-13;cwp+17;3.61723E-15;3.0e-20;cwp+17;195.2;2.0e-01;wcp+18;21;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.583;4.583;ymw17;-0.099;-1.913;12.663;GRS:4FGL_J0631.8+0645[aab+22];0;FermiBlind;HE[wcp+18];
289;J0631+1036;zcwl96;J0631+1036;zcwl96;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;201.219;0.450;97.86498;1.5e-04;10.6177;6.4e-04;0.2878410729490;1.1e-12;kjk+24;1.045511E-13;8.0e-19;kjk+24;125.30361788463860491;0;kjk+24;8.2;2.0e-01;whx+23;24.5;2.0e-01;whx+23;3.8E-6;1.6e-06;kl07;1.5;0;zcwl96;1.110;1.0e-02;jsd+21;NAN;0;*;2.104;2.104;ymw17;0.017;-0.761;10.461;GRS:4FGL_J0631.5+1036[aab+22];0;misc,FermiBlind,ar4,palfa,fast_gpps;HE[tsn+01],HE[waa+10];
290;J0633+0632;aaa+09c;J0633+0632;aaa+09c;NAN;0;*;NAN;0;*;NAN;0;*;54945.00;*;205.093;-0.932;98.43421;8.3e-05;6.5430;4.4e-04;0.29739519058;7.0e-11;rkp+11;7.9592E-14;3.0e-18;rkp+11;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.355;NAN;*;-0.022;-0.575;9.727;GRS:4FGL_J0633.7+0632[aab+22],XRS:Swift_J063343.8+063223(?),SNR:G205.5+0.5(?)[rkp+11];0;FermiBlind;NRAD[aab+22];
291;J0633+1746;hh92;J0633+1746;hh92;138;4.0e+00;cbmt96;97;4.0e+00;cbmt96;6.4;1.8e+00;cbmt96;49793;clm+98;195.134;4.266;98.475637;1.2e-05;17.770252;1.1e-05;0.237099441692;3.0e-12;jh05;1.097087E-14;6.0e-20;jh05;2.89;2.0e-02;mmtl15;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.190;0.138;ymw17;0.014;-0.049;8.683;GRS:4FGL_J0633.9+1746[aab+22],XRS:1E0630+178;0;misc,FermiBlind;HE[aab+22];
292;J0633-2015;bjd+06;J0633-2015;bjd+06;NAN;0;*;NAN;0;*;NAN;0;*;53389.00;*;229.260;-12.968;98.28692;1.7e-04;-20.25197;1.7e-04;3.2532108384;5.0e-10;bjd+06;3.82E-15;8.0e-17;bjd+06;90.7;2.0e-01;bjd+06;57;0;pkj+21;70;0;pkj+21;NAN;0;*;NAN;0;*;0.2;0;bjd+06;NAN;0;*;3.676;3.676;ymw17;-0.825;-2.714;10.838;NAN;0;pkshl;NAN;
293;J0635+0533;cmn+00;J0635+0533;cmn+00;NAN;0;*;NAN;0;*;NAN;0;*;50744.00;*;206.151;-1.043;98.825;8.3e-03;5.553;8.3e-03;0.033856495;1.2e-08;cmn+00;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;-0.000;-0.000;8.500;OPT:Be-star;0;misc;NRAD;
294;J0636-23;mss+20;J0636-23;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;232.113;-13.492;99.00000;0;-23.00000;0;0.476;0;mss+20;NAN;0;*;59.12;1.2e-01;mss+20;15;0;mss+20;27;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.815;2.815;ymw17;-0.657;-2.160;10.181;NAN;0;gbncc;NAN;
295;J0636-3044;mbc+19;J0636-3044;mbc+19;26.01;9.0e-02;*;-19.26;1.0e-01;*;4.3;7.0e-01;sbf+24;59163;sbf+24;239.526;-16.416;99.14332633;2.1e-08;-30.733639327;2.0e-08;0.00394576;0;mbc+19;NAN;0;*;15.4589;4.0e-04;sbm+22;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.51;1.4e-01;sbm+22;NAN;0;*;0.233;0.678;ymw17;-0.066;-0.192;8.613;NAN;0;htru_pks;NAN;
296;J0636-4549;bjd+06;J0636-4549;bjd+06;NAN;0;*;NAN;0;*;NAN;0;*;52700.00;*;254.547;-21.547;99.14060;6.7e-05;-45.82573;4.4e-05;1.98459736713;4.0e-11;bjd+06;3.172E-15;2.0e-18;bjd+06;26.31;1.5e-01;bjd+06;17;0;pkj+21;37;0;pkj+21;NAN;0;*;NAN;0;*;0.1;0;jk18;NAN;0;*;0.383;0.383;ymw17;-0.141;-0.343;8.595;NAN;0;pkshl;NAN;
297;J0637+0332g;zhx+23;J0637+0332g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;208.218;-1.443;99.42083;0;3.53333;0;NAN;0;*;NAN;0;*;152;2.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.542;2.542;ymw17;-0.064;-1.202;10.739;NAN;0;fast_gpps;RRAT[zhx+23];
298;J0639-0704;zyw+24;J0639-0704;zyw+24;NAN;0;*;NAN;0;*;NAN;0;*;59737;zyw+24;217.950;-5.758;99.99435;4.2e-05;-7.07728;1.1e-04;0.986486015655;3.0e-12;zyw+24;1.63E-16;3.0e-18;zyw+24;105.06;8.0e-02;zyw+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.409;2.409;ymw17;-0.242;-1.474;10.390;NAN;0;misc;NAN;
299;J0640-0139;zyw+24;J0640-0139;zyw+24;NAN;0;*;NAN;0;*;NAN;0;*;59680;zyw+24;213.196;-3.135;100.18866935;3.3e-08;-1.66379553;8.3e-08;0.003461492546125096;1.2e-17;zyw+24;4.8981E-20;6.0e-24;zyw+24;149.983;2.0e-03;zyw+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.677;2.677;ymw17;-0.146;-1.463;10.737;NAN;0;misc;NAN;
