#;NAME;;PSRJ;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;RAJD;;DECJD;;P0;;;P1;;;DM;;;W50;;;W10;;;TAU_SC;;;S400;;;S1400;;;S2000;;;DIST;DIST_DM;;ZZ;XX;YY;ASSOC;;SURVEY;
;;;;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(deg);;(deg);;(s);;;;;;(cm^-3pc);;;(ms);;;(ms);;;(s);;;(mJy);;;(mJy);;;(mJy);;;(kpc);(kpc);;(kpc);(kpc);(kpc);;;;
1579;J1739-2521;cbmp17;J1739-2521;cbmp17;NAN;0;*;NAN;0;*;NAN;0;*;55631;jcs+17;2.327;3.027;264.8860;2.3e-04;-25.366;4.2e-03;1.8184611929;3.0e-10;jcs+17;2.4E-16;2.0e-17;jcs+17;186.4;0;cbmp17;43;0;jcs+17;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.411;4.411;ymw17;0.233;0.179;4.099;NAN;*;pksmb;
1580;B1736-29;cl86;J1739-2903;cl86;NAN;0;*;NAN;0;*;NAN;0;*;55385;psj+19;359.206;1.064;264.892883;8.3e-06;-29.05061;5.6e-05;0.322886477381;6.0e-12;psj+19;7.87490E-15;8.0e-20;psj+19;138.55;2.0e-02;pkj+13;6.0;0;pkj+21;10;0;pkj+21;NAN;0;*;NAN;0;*;4.5;3.0e-01;jvk+18;NAN;0;*;2.911;2.911;ymw17;0.054;-0.040;5.590;NAN;*;jb2,gbncc,htru_pks,pks1,pksmb;
1581;J1739-3023;mhl+02;J1739-3023;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;55351;psj+19;358.085;0.336;264.91579;1.7e-04;-30.38692;3.6e-05;0.114371728447;1.8e-11;psj+19;1.139514E-14;3.0e-20;psj+19;170.50;1.0e-01;pkj+13;3.6;0;pkj+21;7.6;0;pkj+21;3.877E-05;0;lkk15;NAN;0;*;1.01;7.0e-02;jvk+18;NAN;0;*;3.074;3.074;ymw17;0.018;-0.103;5.428;GRS:4FGL_J1739.4-3015[aab+22];*;pksmb,FermiAssoc,htru_pks;
1582;J1739-3049;mhl+02;J1739-3049;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;51116.00;*;357.680;0.152;264.8468;2.5e-04;-30.8278;1.4e-03;0.239317178406;1.8e-11;mhl+02;2.1781E-15;1.8e-18;mhl+02;573;3.0e+00;mhl+02;18.8;0;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;0.50;1.0e-01;mhl+02;NAN;0;*;4.380;4.380;ymw17;0.012;-0.177;4.124;NAN;*;pksmb,htru_pks;
1583;J1739-31;sbb+23;J1739-31;sbb+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;356.730;-0.382;264.78333;0;-31.92;1.2e-01;277.10525e-3;0;sbb+23;NAN;0;*;487.0;0;sbb+23;14.1;0;sbb+23;NAN;0;*;NAN;0;*;NAN;0;*;0.2;0;sbb+23;NAN;0;*;4.176;4.176;ymw17;-0.028;-0.238;4.331;NAN;*;pksmb;
1584;B1736-31;cl86;J1739-3131;cl86;NAN;0;*;NAN;0;*;NAN;0;*;49138.0;hlk+04;357.096;-0.220;264.85127;2.3e-05;-31.52092;1.4e-04;0.52944098843;1.5e-10;hlk+04;1.85836E-14;1.5e-18;hlk+04;596.90;1.0e-01;okp+21;26;0;pkj+21;98;0;pkj+21;0.0682;2.0e-04;okp+21;NAN;0;*;7.04;4.0e-02;jsd+21;NAN;0;*;4.404;4.404;ymw17;-0.017;-0.223;4.102;NAN;*;jb2,htru_pks,pks1,pksmb;
1585;J1739-3159;mhl+02;J1739-3159;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;51158.00;*;356.739;-0.547;264.9528;3.3e-04;-31.997;2.5e-03;0.87756123714;1.5e-10;mhl+02;1.97E-16;1.5e-17;mhl+02;337;5.0e+00;mhl+02;55.8;0;jk18;NAN;0;*;NAN;0;*;NAN;0;*;1.4;3.0e-01;jk18;NAN;0;*;3.794;3.794;ymw17;-0.036;-0.216;4.712;NAN;*;pksmb,htru_pks;
1586;J1739-3951;lfl+06;J1739-3951;lfl+06;NAN;0;*;NAN;0;*;NAN;0;*;52897.00;*;350.039;-4.690;264.90938;1.7e-04;-39.8668;2.2e-04;0.341772476799;1.0e-11;lfl+06;2.0E-17;5.0e-18;lfl+06;24.6;4.0e-01;lfl+06;10;0;pkj+21;19;0;lfl+06;NAN;0;*;NAN;0;*;0.12;0;lfl+06;NAN;0;*;0.784;0.784;ymw17;-0.064;-0.135;7.730;NAN;*;pksmb;
1587;J1740+1000;mca00;J1740+1000;mca00;NAN;0;*;NAN;0;*;NAN;0;*;56317.00;*;34.011;20.268;265.10813;2.1e-05;10.00175;5.6e-05;0.1540957973985;5.0e-13;saa+23;2.1330698E-14;1.0e-20;saa+23;23.90;3.0e-02;bkk+16;6.9;0;pkj+21;19;0;pkj+21;0.001108;8.0e-06;ldk+13;3.1;2.0e-01;mac+02;2.7;1.1e+00;rrl+18;1.30;1.0e-01;rrl+18;1.227;1.227;ymw17;0.425;0.644;7.546;GRS:4FGL_J1740.5+1005[aab+22];*;misc,FermiAssoc,pkssw;
1588;B1737+13;mlt+78;J1740+1311;mlt+78;-22;2.0e+00;bfg+03;-20;2.0e+00;bfg+03;NAN;0;*;48262.0;hlk+04;37.085;21.679;265.030606;5.0e-06;13.199081;8.3e-06;0.803050264794;4.0e-12;hlk+04;1.451320E-15;1.2e-20;hlk+04;48.67;0;dmo+24;12.9;0;dmo+24;46.3;0;dmo+24;6.3E-7;1.3e-07;kl07;24;2.0e+00;lylg95;2.1;4.0e-01;jk18;NAN;0;*;4.177;4.177;ymw17;1.543;2.341;5.404;NAN;*;mol2,ar327,gb3,gb4,lotaas,pkssw;
1589;J1740+27;scb+19;J1740+27;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;51.439;26.720;265.13;5.0e-02;27.22;5.0e-02;1.0582;0;dmo+24;NAN;0;*;35.46;0;dmo+24;20.2;0;dmo+24;36.7;0;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.507;3.507;ymw17;1.577;2.449;6.547;NAN;*;lotaas,ar327,gbncc;
1590;J1740-2540;hfs+04;J1740-2540;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;52162.00;*;2.212;2.633;265.1888;2.5e-04;-25.672;5.0e-03;1.69265634040;9.0e-11;hfs+04;1.851E-15;1.2e-17;hfs+04;333;5.0e+00;hfs+04;30;0;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;0.16;3.0e-02;hfs+04;NAN;0;*;15.058;15.058;ymw17;0.692;0.580;-6.531;NAN;*;pksmb,htru_pks;
1591;B1737-30;cl86;J1740-3015;cl86;NAN;0;*;NAN;0;*;NAN;0;*;54780.00;*;358.294;0.238;265.14092;4.2e-05;-30.26208;5.6e-05;0.60688662425;4.0e-11;ywml10;4.66124E-13;1.2e-17;ywml10;151.960;1.0e-02;pkj+13;3.0;0;pkj+21;10;0;pkj+21;0.0011;8.0e-04;kmn+15;24.6;0;lylg95;8.9;5.0e-01;jvk+18;NAN;0;*;0.400;2.943;ymw17;0.002;-0.012;8.100;NAN;*;jb2,htru_pks,pks1,pks70,pksmb;
1592;J1740-3327;hfs+04;J1740-3327;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;52189.00;*;355.564;-1.436;265.10717;1.2e-04;-33.4649;4.7e-04;0.515000656402;1.4e-11;hfs+04;3.8978E-15;1.4e-18;hfs+04;274.1;1.5e+00;hfs+04;12;0;pkj+21;23;0;hfs+04;NAN;0;*;NAN;0;*;0.30;4.0e-02;hfs+04;NAN;0;*;4.192;4.192;ymw17;-0.105;-0.324;4.322;NAN;*;pksmb,htru_pks;
1593;J1741+2758;fcwa95;J1741+2758;fcwa95;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;52.347;26.663;265.47296;8.3e-05;27.9692;2.5e-04;1.360738;0;dmo+24;1.8410E-15;1.0e-18;lwf+04;29.14;0;dmo+24;32.6;0;dmo+24;59.1;0;dmo+24;NAN;0;*;3.00;1.0e-01;lwf+04;NAN;0;*;NAN;0;*;2.522;2.522;ymw17;1.132;1.784;7.123;NAN;*;ar4,ar327,lotaas;
1594;J1741+3855;scb+19;J1741+3855;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;57927.00;*;64.293;29.693;265.30142;3.3e-05;38.919417;1.7e-05;0.82886088996;0;tbc+20;2.06E-16;4.0e-18;tbc+20;47.224;2.0e-03;tbc+20;21.2;4.0e-01;tbc+20;38.7;4.0e-01;tbc+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;25.000;25.000;ymw17;12.384;19.568;-0.920;NAN;*;lotaas;
1595;B1738-08;mlt+78;J1741-0840;mlt+78;0.41;1.0e-01;dgb+19;6.90;9.0e-02;dgb+19;0.28;5.0e-02;dgb+19;56000.0;dgb+19;16.955;11.304;265.3440121;4.2e-07;-8.6754753;2.8e-07;2.043082458401;6.0e-12;hlk+04;2.27471E-15;5.0e-20;hlk+04;74.90;5.0e-02;hlk+04;64;0;pkj+21;94;0;pkj+21;1.75E-5;1.4e-06;kmn+15;29;8.0e+00;lylg95;1.4;4.0e-01;lylg95;NAN;0;*;3.300;0.222;ymw17;0.647;0.944;5.405;NAN;*;mol2,gb2,gb3,htru_pks,pks70,pkssw;
1596;J1741-2019;ebvb01;J1741-2019;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;51500.00;*;6.815;5.377;265.27863;1.2e-04;-20.3233;1.4e-03;3.90450636119;1.3e-10;ebvb01;1.6260E-14;1.3e-17;ebvb01;74.9;4.0e-01;ebvb01;1.2e+02;0;ebvb01;1.5e+02;0;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.553;2.553;ymw17;0.239;0.302;5.976;NAN;*;pkssw,htru_pks;
1597;J1741-2054;aaa+09c;J1741-2054;aaa+09c;-63;1.2e+01;asr+15;-89;9.0e+00;asr+15;NAN;0;*;54933.00;*;6.422;4.907;265.48867;8.3e-05;-20.90328;8.3e-05;0.41370012084;1.8e-10;rkp+11;1.6983E-14;6.0e-18;rkp+11;4.70;1.0e-01;crr+09;29;0;pkj+21;45.96;0;sjk+21;NAN;0;*;NAN;0;*;0.16;0;crr+09;0.09;0;crr+09;0.300;0.273;ymw17;0.026;0.033;8.203;GRS:4FGL_J1741.9-2054[aab+22],XRS:Swift_J174157.6-205411[crr+09],PWN:[rsc+10];*;FermiBlind;
1598;J1741-21;mss+20;J1741-21;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;6.222;5.046;265.25000;0;-21.00000;0;2.565;0;mss+20;NAN;0;*;150.7;7.0e-01;mss+20;82;0;mss+20;182;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;5.167;5.167;ymw17;0.454;0.558;3.383;NAN;*;gbncc;
1599;J1741-2152;msk+24;J1741-2152;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;5.592;4.400;265.4875;7.5e-04;-21.874;2.0e-02;2.5655523749;6.0e-10;msk+24;1.28E-15;6.0e-17;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;0.000;0.000;8.500;NAN;*;gbncc;
1600;J1741-2719;lfl+06;J1741-2719;lfl+06;NAN;0;*;NAN;0;*;NAN;0;*;52836.00;*;0.907;1.604;265.39608;1.7e-04;-27.3231;1.9e-03;0.346796929142;1.9e-11;lfl+06;8.1E-17;4.0e-18;lfl+06;361.9;4.0e-01;lfl+06;14;0;lfl+06;30;0;lfl+06;NAN;0;*;NAN;0;*;0.20;0;lfl+06;NAN;0;*;11.557;11.557;ymw17;0.323;0.183;-3.051;NAN;*;pksmb,htru_pks;
1601;J1741-2733;mhl+02;J1741-2733;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;51184.00;*;0.636;1.582;265.25558;1.7e-04;-27.5642;1.9e-03;0.89295866978;6.0e-11;mhl+02;1.48E-16;8.0e-18;mhl+02;147.4;2.0e-01;mss+20;40.9;0;jk18;55;0;mhl+02;NAN;0;*;NAN;0;*;1.8;4.0e-01;jk18;NAN;0;*;3.055;3.055;ymw17;0.084;0.034;5.446;NAN;*;pksmb,gbncc,htru_pks;
1602;J1741-2945;mhl+02;J1741-2945;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;51088.00;*;358.798;0.380;265.31029;1.7e-04;-29.7597;1.4e-03;0.223557828541;1.5e-11;mhl+02;6.342E-16;2.0e-18;mhl+02;310.3;1.2e+00;mhl+02;10.7;0;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;0.60;1.0e-01;mhl+02;NAN;0;*;3.714;3.714;ymw17;0.025;-0.078;4.787;NAN;*;pksmb,htru_pks;
1603;J1741-3016;mhl+02;J1741-3016;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;50959.00;*;358.346;0.130;265.2793;2.5e-04;-30.275;2.8e-03;1.89374869377;1.8e-10;mhl+02;8.99E-15;6.0e-17;mhl+02;382;6.0e+00;mhl+02;35.2;0;jk18;111;0;mhl+02;NAN;0;*;2.5;4.0e-01;rbkl21;2.6;3.0e-01;rbkl21;NAN;0;*;3.870;3.870;ymw17;0.009;-0.112;4.632;NAN;*;pksmb,htru_pks;
1604;J1741-34;ncb+15;J1741-34;ncb+15;NAN;0;*;NAN;0;*;NAN;0;*;56657.00;*;355.002;-2.146;265.48;1.2e-01;-34.32;1.2e-01;0.875137;2.0e-06;ncb+15;NAN;0;*;241;8.0e+00;ncb+15;19.1;0;ncb+15;43.4;0;ncb+15;NAN;0;*;NAN;0;*;0.20;0;ncb+15;NAN;0;*;4.552;4.552;ymw17;-0.170;-0.396;3.968;NAN;*;htru_pks;
1605;B1737-39;mlt+78;J1741-3927;mlt+78;20;1.5e+01;zhw+05;-6;5.9e+01;zhw+05;NAN;0;*;57600;jbv+19;350.555;-4.749;265.32533;2.1e-05;-39.46061;5.6e-05;0.512212355130;6.0e-12;jbv+19;1.7122E-15;3.0e-19;jbv+19;158.20;1.3e-01;mss+20;12;0;pkj+21;25;0;pkj+21;0.000126;3.0e-06;kmn+15;35;0;tml93;5.5;1.1e+00;jk18;NAN;0;*;4.608;4.608;ymw17;-0.381;-0.754;3.970;NAN;*;mol2,gbncc,htru_pks,pks70,pksmb;
1606;J1742+20;ttk+24;J1742+20;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;44.427;23.862;265.68750;0;20.3;2.5e-01;0.25260;1.0e-04;ttk+24;NAN;0;*;20;2.0e+00;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.308;1.308;ymw17;0.529;0.837;7.646;NAN;*;pumps;
1607;J1742-0203;mss+20;J1742-0203;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;58014.00;*;22.994;14.327;265.6022;3.7e-04;-2.0620;2.0e-04;0.1316096794;6.0e-10;spp+23;1.49E-16;1.1e-17;spp+23;81.89;3.0e-02;mss+20;5;0;mss+20;10;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.669;3.669;ymw17;0.908;1.389;5.228;NAN;*;gbncc;
1608;J1742-3321;nie+20;J1742-3321;nie+20;NAN;0;*;NAN;0;*;NAN;0;*;58104.00;*;355.835;-1.654;265.50000;0;-33.35000;0;0.143266;0;nie+20;1.27e-15;0;nie+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;-0.000;-0.000;8.500;GRS:4FGL_J1742.3-3318[aab+22];*;FermiAssoc;
1609;J1742-3957;lfl+06;J1742-3957;lfl+06;NAN;0;*;NAN;0;*;NAN;0;*;53124.00;*;350.209;-5.135;265.5185;7.9e-04;-39.956;2.5e-03;1.0163491951;4.0e-10;lfl+06;8.2E-17;2.9e-17;lfl+06;220;8.0e+00;mss+20;65;0;lfl+06;120;0;lfl+06;NAN;0;*;NAN;0;*;0.14;0;lfl+06;NAN;0;*;12.006;12.006;ymw17;-1.074;-2.033;-3.284;NAN;*;pksmb,gbncc;
1610;J1742-4616;ebvb01;J1742-4616;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;51650.00;*;344.790;-8.462;265.60875;8.3e-05;-46.28153;1.1e-04;0.412401047219;7.0e-12;ebvb01;3.38E-17;1.2e-18;ebvb01;115.96;1.4e-01;ebvb01;23;0;pkj+21;37;0;pkj+21;NAN;0;*;NAN;0;*;1.5;3.0e-01;jk18;NAN;0;*;5.689;5.689;ymw17;-0.837;-1.476;3.070;NAN;*;pkssw,htru_pks;
1611;J1743+05;dsm+16;J1743+05;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;57022.00;*;30.045;17.651;265.82;1.2e-01;5.48;1.3e-01;1.47363;0;dsm+16;NAN;0;*;56.1;0;dsm+16;55;0;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.951;3.951;ymw17;1.198;1.885;5.241;NAN;*;ar327;
1612;B1740-03;mlt+78;J1743-0339;mlt+78;NAN;0;*;NAN;0;*;NAN;0;*;50067.0;hlk+04;21.649;13.400;265.78410;1.1e-04;-3.6532;4.0e-04;0.44464510677;1.0e-10;hlk+04;1.5562E-15;8.0e-19;hlk+04;30.2;0;whx+23;10.7;7.0e-01;whx+23;17.6;7.0e-01;whx+23;NAN;0;*;3.1;0;lylg95;0.5;0;lylg95;NAN;0;*;0.200;0.200;ymw17;0.046;0.072;8.319;NAN;*;mol2,fast_gpps;
1613;B1740-13;stwd85;J1743-1351;stwd85;NAN;0;*;NAN;0;*;NAN;0;*;49666.0;hlk+04;12.699;8.205;265.90676;3.1e-05;-13.86055;1.7e-04;0.405336948592;1.0e-11;hlk+04;4.7752E-16;9.0e-20;hlk+04;116.30;3.0e-02;hlk+04;16;0;pkj+21;25;0;pkj+21;2.8E-6;4.0e-07;kmn+15;6.1;8.0e-01;lylg95;0.50;1.0e-01;lylg95;NAN;0;*;3.494;3.494;ymw17;0.499;0.760;5.126;NAN;*;gb3,htru_pks,pks70,pkssw;
1614;J1743-2442;hfs+04;J1743-2442;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;52133.00;*;3.333;2.640;265.8338;4.2e-04;-24.715;1.1e-02;1.24250830909;1.1e-10;hfs+04;4.72E-16;1.0e-17;hfs+04;239;5.0e+00;hfs+04;75;0;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;0.14;2.0e-02;hfs+04;NAN;0;*;6.494;6.494;ymw17;0.299;0.377;2.024;NAN;*;pksmb,htru_pks;
1615;B1740-31;jlm+92;J1743-3150;jlm+92;NAN;0;*;NAN;0;*;NAN;0;*;57600;lbs+20;357.298;-1.149;265.90296;3.3e-05;-31.8396;2.5e-04;2.414652314520;6.0e-12;lbs+20;1.20781E-13;3.0e-18;lbs+20;193.05;7.0e-02;hlk+04;45;0;pkj+21;66;0;pkj+21;0.00216;1.7e-04;kmn+15;6.6;0;lylg95;2.1;4.0e-01;jk18;NAN;0;*;3.331;3.331;ymw17;-0.067;-0.157;5.173;NAN;*;pks1,htru_pks,pks70,pksmb;
1616;J1743-3153;mhl+02;J1743-3153;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;51309.00;*;357.221;-1.109;265.81485;5.4e-05;-31.8848;4.7e-04;0.193105399932;7.0e-12;mhl+02;1.05675E-14;4.0e-19;mhl+02;505.7;1.2e+00;mhl+02;12;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.60;1.0e-01;jk18;NAN;0;*;8.806;8.806;ymw17;-0.170;-0.427;-0.294;NAN;*;pksmb,htru_pks;
1617;J1743-35;ncb+15;J1743-35;ncb+15;NAN;0;*;NAN;0;*;NAN;0;*;56657.00;*;354.095;-2.994;265.78;1.2e-01;-35.53;1.2e-01;0.569980;9.0e-06;ncb+15;NAN;0;*;174;5.0e+00;ncb+15;16.9;0;ncb+15;33.8;0;ncb+15;NAN;0;*;NAN;0;*;0.05;0;ncb+15;NAN;0;*;4.011;4.011;ymw17;-0.210;-0.412;4.516;NAN;*;htru_pks;
1618;J1743-4212;ebvb01;J1743-4212;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;51650.00;*;348.381;-6.464;265.77176;2.1e-05;-42.20067;5.6e-05;0.3061669878595;1.6e-12;ebvb01;7.834E-16;4.0e-19;ebvb01;131.94;5.0e-02;ebvb01;6.0;0;pkj+21;15;0;pkj+21;NAN;0;*;NAN;0;*;1.9;4.0e-01;jk18;NAN;0;*;5.010;5.010;ymw17;-0.564;-1.003;3.624;NAN;*;pkssw,htru_pks;
1619;J1744-1134;bjb+97;J1744-1134;bjb+97;18.806;2.0e-03;abb+23;-9.386;1.0e-02;abb+23;2.58;3.0e-02;abb+23;55636;rsc+21;14.794;9.180;266.122540741;4.0e-09;-11.581865758;1.9e-08;0.004074545941825145;9.0e-18;abb+23;8.93443E-21;5.0e-26;abb+23;3.1379;4.0e-04;abb+23;7.5;5.0e-01;wys+24;18.9;1.7e+00;wys+24;NAN;0;*;18;2.0e+00;tbms98;2.6;2.0e-01;sbm+22;NAN;0;*;0.395;0.148;ymw17;0.063;0.100;8.123;GRS:4FGL_J1744.4-1135[aab+22];*;pks70,FermiBlind,htru_pks,pkssw;
1620;J1744-1610;ebvb01;J1744-1610;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;51500.00;*;10.773;6.885;266.06889;2.9e-05;-16.1766;2.2e-04;1.757205868816;1.6e-11;ebvb01;2.3767E-15;1.6e-18;ebvb01;66.67;1.4e-01;ebvb01;34;0;pkj+21;41;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.923;1.923;ymw17;0.231;0.357;6.625;NAN;*;pkssw,htru_pks;
1621;J1744-2335;lml+98;J1744-2335;lml+98;NAN;0;*;NAN;0;*;NAN;0;*;49390.50;*;4.463;2.937;266.2020;2.1e-04;-23.599;7.2e-03;1.68350668862;2.0e-11;dsb+98;8.327E-16;9.0e-19;dsb+98;96.66;2.0e-02;dsb+98;26;0;hfs+04;59;5.0e+00;dsb+98;NAN;0;*;16;0;lml+98;0.2;0;gl98;NAN;0;*;2.723;2.723;ymw17;0.140;0.212;5.789;NAN;*;pks70,htru_pks,pksmb;
1622;J1744-3130;mhl+02;J1744-3130;mhl+02;NAN;0;*;NAN;0;*;NAN;0;*;50975.00;*;357.641;-1.059;266.02368;5.8e-05;-31.5011;8.3e-04;1.06606087128;4.0e-11;mhl+02;2.1224E-14;1.2e-17;mhl+02;192.9;7.0e-01;mhl+02;15;0;pkj+21;28;0;pkj+21;0.001634;9.0e-06;lkk15;NAN;0;*;0.70;1.0e-01;mhl+02;NAN;0;*;3.304;3.304;ymw17;-0.061;-0.136;5.199;NAN;*;pksmb,htru_pks;
1623;J1744-5337;bbb+12;J1744-5337;bbb+12;NAN;0;*;NAN;0;*;NAN;0;*;55000.00;*;338.499;-12.447;266.16217;1.7e-04;-53.6308;5.6e-04;0.3556658488;8.0e-10;bbb+12;1.90E-16;1.0e-17;bbb+12;108.8;8.0e-01;tjb+14;11;0;pkj+21;42;0;pkj+21;NAN;0;*;NAN;0;*;0.40;1.0e-01;jk18;NAN;0;*;8.783;8.783;ymw17;-1.893;-3.143;0.520;NAN;*;htru_pks;
1624;J1744-7619;cpw+18;J1744-7619;cpw+18;-21;3.0e+00;cpw+18;-7;3.0e+00;cpw+18;NAN;0;*;55716.00;*;317.108;-22.459;266.002033;8.3e-06;-76.320753;2.5e-06;0.0046875240948954;1.1e-15;cpw+18;9.679E-21;1.8e-23;cpw+18;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;-0.000;-0.000;8.500;GRS:4FGL_J1744.0-7618[aab+22];*;FermiBlind;
1625;J1745+1252;scb+19;J1745+1252;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;57883.00;*;37.375;20.301;266.43412;8.3e-05;12.87731;5.6e-05;1.05984875840;1.0e-10;tbc+20;5.63E-16;4.0e-18;tbc+20;66.1;0;whx+23;12.1;1.4e+00;whx+23;24.2;1.4e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;11.073;11.073;ymw17;3.842;6.304;0.247;NAN;*;lotaas,fast_gpps;
1626;J1745+42;scb+19;J1745+42;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;68.962;29.639;266.45;7.5e-02;42.88;5.0e-02;0.3051;0;scb+19;NAN;0;*;38.00;3.0e-02;scb+19;12;0;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;5.642;5.642;ymw17;2.790;4.577;6.740;NAN;*;lotaas;
1627;J1745-0129;ebvb01;J1745-0129;ebvb01;NAN;0;*;NAN;0;*;NAN;0;*;51650.00;*;23.838;14.025;266.25858;4.2e-05;-1.48836;1.1e-04;1.045406855598;1.8e-11;ebvb01;6.31E-16;4.0e-18;ebvb01;90.1;0;whx+23;2.4;7.0e-01;whx+23;7.1;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;5.495;5.495;ymw17;1.332;2.155;3.624;NAN;*;pkssw,gbncc,fast_gpps;
1628;J1745-2229;hfs+04;J1745-2229;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;52242.00;*;5.470;3.422;266.3196;2.9e-04;-22.487;6.9e-03;1.160592538166;1.9e-11;hfs+04;2.857E-15;3.0e-18;hfs+04;299;3.0e+00;hfs+04;14;0;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;0.13;2.0e-02;hfs+04;NAN;0;*;15.563;15.563;ymw17;0.929;1.481;-6.965;NAN;*;pksmb,htru_pks;
1629;J1745-2758;ncb+15;J1745-2758;ncb+15;NAN;0;*;NAN;0;*;NAN;0;*;57531.00;*;0.847;0.452;266.467700;1.3e-05;-27.97722;1.4e-04;0.487527998033;3.0e-12;pbm+19;4.42E-18;5.0e-20;pbm+19;422;9.0e+00;ncb+15;29.9;0;ncb+15;42.6;0;ncb+15;NAN;0;*;NAN;0;*;0.15;0;ncb+15;NAN;0;*;4.123;4.123;ymw17;0.033;0.061;4.378;NAN;*;htru_pks;
1630;J1745-2900;mgz+13;J1745-2900;mgz+13;2.5;4.0e-01;bdd+15;5.89;1.1e-01;bdd+15;NAN;0;*;56899;bdd+15;359.944;-0.047;266.417359;3.3e-06;-29.008304;2.8e-06;3.763733080;1.7e-08;laks15;1.756E-11;3.0e-14;laks15;1778;3.0e+00;efk+13;NAN;0;*;NAN;0;*;1.3;2.0e-01;sle+14;NAN;0;*;NAN;0;*;1.2;2.0e-01;tde+17;8.300;8.289;ymw17;-0.007;-0.008;0.200;XRS:SGR_J1745-29[kbk+13];*;misc;
1631;J1745-2910;dcl09;J1745-2910;dcl09;NAN;0;*;NAN;0;*;NAN;0;*;54620.26;*;359.763;-0.054;266.32;1.4e-01;-29.17;5.0e-02;0.982;0;dcl09;NAN;0;*;1088;0;dcl09;54;0;dcl09;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.2;0;dcl09;7.968;7.968;ymw17;-0.008;-0.033;0.532;NAN;*;misc;
